state,horizon,mean,count,t_stat,p_val_raw,p_val_adj
bear_accel,ret_fwd_1,6.431721891714515e-05,8210,2.02329792947306,0.04304244024337841,0.09564986720750757
bear_accel,ret_fwd_3,5.879735372593151e-05,8210,1.1097261590927643,0.2671170469370412,0.445195078228402
bear_accel,ret_fwd_6,8.389876279060259e-05,8210,0.9110352102598149,0.3622768218185747,0.48303576242476626
bear_accel,ret_fwd_12,0.0001502972733479009,8210,0.9997922194979001,0.3174110719067206,0.48303576242476626
bear_accel,ret_fwd_24,0.0001534342381694115,8207,0.6793081360205137,0.49694264239719355,0.6211783029964919
bear_decel,ret_fwd_1,-1.8186359062387606e-05,7590,-0.9297027941633609,0.3525249873757208,0.48303576242476626
bear_decel,ret_fwd_3,1.0713798900414502e-05,7590,0.212976851672034,0.8313450181611324,0.8326557512184514
bear_decel,ret_fwd_6,5.1302319788242644e-05,7590,0.6081487964813524,0.5430887910736542,0.6389279894984167
bear_decel,ret_fwd_12,3.0423065727636323e-05,7590,0.21129670845478796,0.8326557512184514,0.8326557512184514
bear_decel,ret_fwd_24,0.0003680338486510204,7585,1.5060941282910274,0.13204301173369826,0.2640860234673965
bull_accel,ret_fwd_1,-1.1918042741832372e-05,7408,-0.2890568986202574,0.7725378362079054,0.8326557512184514
bull_accel,ret_fwd_3,8.876560432387497e-05,7408,1.4240736568458265,0.15442515122292888,0.28077300222350704
bull_accel,ret_fwd_6,0.00021634850092287997,7407,2.101853873475763,0.03556607820956391,0.08891519552390977
bull_accel,ret_fwd_12,0.0004812993426661449,7402,2.8872465720016116,0.0038862954122245337,0.01943147706112267
bull_accel,ret_fwd_24,0.0009219350500154621,7398,3.5427707306808216,0.00039594677164368893,0.004140828797839532
bull_decel,ret_fwd_1,6.204792050696436e-05,7420,2.2399621589129755,0.02509337963948796,0.07169537039853703
bull_decel,ret_fwd_3,0.000131401633426211,7418,2.589681988373341,0.009606463049064335,0.03842585219625734
bull_decel,ret_fwd_6,0.00022543607587284658,7416,2.5206224928454564,0.011714745664728663,0.03904915221576221
bull_decel,ret_fwd_12,0.0004925238532772966,7415,3.2658327349077645,0.0010914269711488045,0.0072761798076586975
bull_decel,ret_fwd_24,0.0008749066663947366,7415,3.5309417804545498,0.0004140828797839533,0.004140828797839532
