peak_idx,confirm_idx,div_type,price_direction,indicator_direction
22657,22662,bearish,higher_high,lower_high
22720,22725,bearish,higher_high,lower_high
22785,22790,bearish,higher_high,lower_high
22936,22941,bearish,higher_high,lower_high
23165,23170,bearish,higher_high,lower_high
23180,23185,bearish,higher_high,lower_high
23203,23208,bearish,higher_high,lower_high
23298,23303,bearish,higher_high,lower_high
23440,23445,bearish,higher_high,lower_high
23470,23475,bearish,higher_high,lower_high
23525,23530,bearish,higher_high,lower_high
23584,23589,bearish,higher_high,lower_high
23598,23603,bearish,higher_high,lower_high
23662,23667,bearish,higher_high,lower_high
23731,23736,bearish,higher_high,lower_high
23742,23747,bearish,higher_high,lower_high
23847,23852,bearish,higher_high,lower_high
24014,24019,bearish,higher_high,lower_high
24104,24109,bearish,higher_high,lower_high
24116,24121,bearish,higher_high,lower_high
24231,24236,bearish,higher_high,lower_high
24278,24283,bearish,higher_high,lower_high
24288,24293,bearish,higher_high,lower_high
24340,24345,bearish,higher_high,lower_high
24460,24465,bearish,higher_high,lower_high
24471,24476,bearish,higher_high,lower_high
24522,24527,bearish,higher_high,lower_high
24547,24552,bearish,higher_high,lower_high
24617,24622,bearish,higher_high,lower_high
24648,24653,bearish,higher_high,lower_high
24683,24688,bearish,higher_high,lower_high
24704,24709,bearish,higher_high,lower_high
24714,24719,bearish,higher_high,lower_high
24726,24731,bearish,higher_high,lower_high
24760,24765,bearish,higher_high,lower_high
24919,24924,bearish,higher_high,lower_high
24936,24941,bearish,higher_high,lower_high
25133,25138,bearish,higher_high,lower_high
25524,25529,bearish,higher_high,lower_high
25536,25541,bearish,higher_high,lower_high
25680,25685,bearish,higher_high,lower_high
25803,25808,bearish,higher_high,lower_high
25843,25848,bearish,higher_high,lower_high
25924,25929,bearish,higher_high,lower_high
25999,26004,bearish,higher_high,lower_high
26092,26097,bearish,higher_high,lower_high
26154,26159,bearish,higher_high,lower_high
26209,26214,bearish,higher_high,lower_high
26310,26315,bearish,higher_high,lower_high
26368,26373,bearish,higher_high,lower_high
26448,26453,bearish,higher_high,lower_high
26458,26463,bearish,higher_high,lower_high
26547,26552,bearish,higher_high,lower_high
26620,26625,bearish,higher_high,lower_high
26658,26663,bearish,higher_high,lower_high
26816,26821,bearish,higher_high,lower_high
26974,26979,bearish,higher_high,lower_high
27045,27050,bearish,higher_high,lower_high
27059,27064,bearish,higher_high,lower_high
27088,27093,bearish,higher_high,lower_high
27104,27109,bearish,higher_high,lower_high
27218,27223,bearish,higher_high,lower_high
27521,27526,bearish,higher_high,lower_high
27582,27587,bearish,higher_high,lower_high
27817,27822,bearish,higher_high,lower_high
27959,27964,bearish,higher_high,lower_high
28172,28177,bearish,higher_high,lower_high
28185,28190,bearish,higher_high,lower_high
28215,28220,bearish,higher_high,lower_high
28241,28246,bearish,higher_high,lower_high
28257,28262,bearish,higher_high,lower_high
28267,28272,bearish,higher_high,lower_high
28350,28355,bearish,higher_high,lower_high
28523,28528,bearish,higher_high,lower_high
28587,28592,bearish,higher_high,lower_high
28622,28627,bearish,higher_high,lower_high
28634,28639,bearish,higher_high,lower_high
28714,28719,bearish,higher_high,lower_high
28846,28851,bearish,higher_high,lower_high
28884,28889,bearish,higher_high,lower_high
28894,28899,bearish,higher_high,lower_high
29011,29016,bearish,higher_high,lower_high
29039,29044,bearish,higher_high,lower_high
29124,29129,bearish,higher_high,lower_high
29245,29250,bearish,higher_high,lower_high
29518,29523,bearish,higher_high,lower_high
29820,29825,bearish,higher_high,lower_high
29833,29838,bearish,higher_high,lower_high
29971,29976,bearish,higher_high,lower_high
29981,29986,bearish,higher_high,lower_high
30020,30025,bearish,higher_high,lower_high
30039,30044,bearish,higher_high,lower_high
30221,30226,bearish,higher_high,lower_high
30306,30311,bearish,higher_high,lower_high
30317,30322,bearish,higher_high,lower_high
30389,30394,bearish,higher_high,lower_high
30451,30456,bearish,higher_high,lower_high
30514,30519,bearish,higher_high,lower_high
30525,30530,bearish,higher_high,lower_high
30570,30575,bearish,higher_high,lower_high
30581,30586,bearish,higher_high,lower_high
30649,30654,bearish,higher_high,lower_high
30722,30727,bearish,higher_high,lower_high
31240,31245,bearish,higher_high,lower_high
31255,31260,bearish,higher_high,lower_high
31266,31271,bearish,higher_high,lower_high
31316,31321,bearish,higher_high,lower_high
31391,31396,bearish,higher_high,lower_high
31404,31409,bearish,higher_high,lower_high
31483,31488,bearish,higher_high,lower_high
31573,31578,bearish,higher_high,lower_high
31652,31657,bearish,higher_high,lower_high
31720,31725,bearish,higher_high,lower_high
31730,31735,bearish,higher_high,lower_high
31790,31795,bearish,higher_high,lower_high
31845,31850,bearish,higher_high,lower_high
31860,31865,bearish,higher_high,lower_high
31997,32002,bearish,higher_high,lower_high
32191,32196,bearish,higher_high,lower_high
32212,32217,bearish,higher_high,lower_high
32288,32293,bearish,higher_high,lower_high
32302,32307,bearish,higher_high,lower_high
32371,32376,bearish,higher_high,lower_high
32383,32388,bearish,higher_high,lower_high
32409,32414,bearish,higher_high,lower_high
32500,32505,bearish,higher_high,lower_high
32606,32611,bearish,higher_high,lower_high
32624,32629,bearish,higher_high,lower_high
32634,32639,bearish,higher_high,lower_high
32677,32682,bearish,higher_high,lower_high
32745,32750,bearish,higher_high,lower_high
32756,32761,bearish,higher_high,lower_high
32871,32876,bearish,higher_high,lower_high
32881,32886,bearish,higher_high,lower_high
33091,33096,bearish,higher_high,lower_high
33135,33140,bearish,higher_high,lower_high
33189,33194,bearish,higher_high,lower_high
33369,33374,bearish,higher_high,lower_high
33428,33433,bearish,higher_high,lower_high
33440,33445,bearish,higher_high,lower_high
33465,33470,bearish,higher_high,lower_high
33603,33608,bearish,higher_high,lower_high
33613,33618,bearish,higher_high,lower_high
33644,33649,bearish,higher_high,lower_high
33748,33753,bearish,higher_high,lower_high
33830,33835,bearish,higher_high,lower_high
33945,33950,bearish,higher_high,lower_high
34005,34010,bearish,higher_high,lower_high
34092,34097,bearish,higher_high,lower_high
34125,34130,bearish,higher_high,lower_high
34192,34197,bearish,higher_high,lower_high
34202,34207,bearish,higher_high,lower_high
34216,34221,bearish,higher_high,lower_high
34294,34299,bearish,higher_high,lower_high
34401,34406,bearish,higher_high,lower_high
34477,34482,bearish,higher_high,lower_high
34802,34807,bearish,higher_high,lower_high
34879,34884,bearish,higher_high,lower_high
35084,35089,bearish,higher_high,lower_high
35106,35111,bearish,higher_high,lower_high
35222,35227,bearish,higher_high,lower_high
35410,35415,bearish,higher_high,lower_high
35473,35478,bearish,higher_high,lower_high
35755,35760,bearish,higher_high,lower_high
35859,35864,bearish,higher_high,lower_high
35895,35900,bearish,higher_high,lower_high
35972,35977,bearish,higher_high,lower_high
36116,36121,bearish,higher_high,lower_high
36134,36139,bearish,higher_high,lower_high
36342,36347,bearish,higher_high,lower_high
36498,36503,bearish,higher_high,lower_high
36767,36772,bearish,higher_high,lower_high
36855,36860,bearish,higher_high,lower_high
37034,37039,bearish,higher_high,lower_high
37208,37213,bearish,higher_high,lower_high
37257,37262,bearish,higher_high,lower_high
37357,37362,bearish,higher_high,lower_high
37566,37571,bearish,higher_high,lower_high
37699,37704,bearish,higher_high,lower_high
37710,37715,bearish,higher_high,lower_high
37812,37817,bearish,higher_high,lower_high
37849,37854,bearish,higher_high,lower_high
37873,37878,bearish,higher_high,lower_high
37883,37888,bearish,higher_high,lower_high
37928,37933,bearish,higher_high,lower_high
37945,37950,bearish,higher_high,lower_high
37956,37961,bearish,higher_high,lower_high
38029,38034,bearish,higher_high,lower_high
38192,38197,bearish,higher_high,lower_high
38204,38209,bearish,higher_high,lower_high
38366,38371,bearish,higher_high,lower_high
38599,38604,bearish,higher_high,lower_high
38701,38706,bearish,higher_high,lower_high
38766,38771,bearish,higher_high,lower_high
38973,38978,bearish,higher_high,lower_high
38993,38998,bearish,higher_high,lower_high
39095,39100,bearish,higher_high,lower_high
39241,39246,bearish,higher_high,lower_high
39355,39360,bearish,higher_high,lower_high
39366,39371,bearish,higher_high,lower_high
39382,39387,bearish,higher_high,lower_high
39405,39410,bearish,higher_high,lower_high
39441,39446,bearish,higher_high,lower_high
39477,39482,bearish,higher_high,lower_high
39522,39527,bearish,higher_high,lower_high
39634,39639,bearish,higher_high,lower_high
39727,39732,bearish,higher_high,lower_high
39791,39796,bearish,higher_high,lower_high
39804,39809,bearish,higher_high,lower_high
39846,39851,bearish,higher_high,lower_high
40010,40015,bearish,higher_high,lower_high
40098,40103,bearish,higher_high,lower_high
40111,40116,bearish,higher_high,lower_high
40308,40313,bearish,higher_high,lower_high
40378,40383,bearish,higher_high,lower_high
40438,40443,bearish,higher_high,lower_high
40545,40550,bearish,higher_high,lower_high
40615,40620,bearish,higher_high,lower_high
40630,40635,bearish,higher_high,lower_high
40640,40645,bearish,higher_high,lower_high
41038,41043,bearish,higher_high,lower_high
41247,41252,bearish,higher_high,lower_high
41301,41306,bearish,higher_high,lower_high
41388,41393,bearish,higher_high,lower_high
41430,41435,bearish,higher_high,lower_high
41487,41492,bearish,higher_high,lower_high
41581,41586,bearish,higher_high,lower_high
41647,41652,bearish,higher_high,lower_high
41666,41671,bearish,higher_high,lower_high
41718,41723,bearish,higher_high,lower_high
41756,41761,bearish,higher_high,lower_high
41880,41885,bearish,higher_high,lower_high
41982,41987,bearish,higher_high,lower_high
42012,42017,bearish,higher_high,lower_high
42023,42028,bearish,higher_high,lower_high
42055,42060,bearish,higher_high,lower_high
42345,42350,bearish,higher_high,lower_high
42555,42560,bearish,higher_high,lower_high
42698,42703,bearish,higher_high,lower_high
42796,42801,bearish,higher_high,lower_high
42807,42812,bearish,higher_high,lower_high
42948,42953,bearish,higher_high,lower_high
42958,42963,bearish,higher_high,lower_high
42997,43002,bearish,higher_high,lower_high
43023,43028,bearish,higher_high,lower_high
43606,43611,bearish,higher_high,lower_high
43668,43673,bearish,higher_high,lower_high
43769,43774,bearish,higher_high,lower_high
43820,43825,bearish,higher_high,lower_high
44069,44074,bearish,higher_high,lower_high
44097,44102,bearish,higher_high,lower_high
44176,44181,bearish,higher_high,lower_high
44220,44225,bearish,higher_high,lower_high
44335,44340,bearish,higher_high,lower_high
44346,44351,bearish,higher_high,lower_high
44446,44451,bearish,higher_high,lower_high
44493,44498,bearish,higher_high,lower_high
44528,44533,bearish,higher_high,lower_high
44666,44671,bearish,higher_high,lower_high
44722,44727,bearish,higher_high,lower_high
44772,44777,bearish,higher_high,lower_high
44867,44872,bearish,higher_high,lower_high
44877,44882,bearish,higher_high,lower_high
44919,44924,bearish,higher_high,lower_high
45069,45074,bearish,higher_high,lower_high
45255,45260,bearish,higher_high,lower_high
45314,45319,bearish,higher_high,lower_high
45342,45347,bearish,higher_high,lower_high
45435,45440,bearish,higher_high,lower_high
45446,45451,bearish,higher_high,lower_high
45496,45501,bearish,higher_high,lower_high
45577,45582,bearish,higher_high,lower_high
45593,45598,bearish,higher_high,lower_high
45608,45613,bearish,higher_high,lower_high
45640,45645,bearish,higher_high,lower_high
45776,45781,bearish,higher_high,lower_high
45801,45806,bearish,higher_high,lower_high
45812,45817,bearish,higher_high,lower_high
45822,45827,bearish,higher_high,lower_high
45948,45953,bearish,higher_high,lower_high
45961,45966,bearish,higher_high,lower_high
45971,45976,bearish,higher_high,lower_high
45986,45991,bearish,higher_high,lower_high
46025,46030,bearish,higher_high,lower_high
46117,46122,bearish,higher_high,lower_high
46127,46132,bearish,higher_high,lower_high
46155,46160,bearish,higher_high,lower_high
46174,46179,bearish,higher_high,lower_high
46274,46279,bearish,higher_high,lower_high
46321,46326,bearish,higher_high,lower_high
46343,46348,bearish,higher_high,lower_high
46354,46359,bearish,higher_high,lower_high
46677,46682,bearish,higher_high,lower_high
46700,46705,bearish,higher_high,lower_high
46715,46720,bearish,higher_high,lower_high
46778,46783,bearish,higher_high,lower_high
46855,46860,bearish,higher_high,lower_high
46989,46994,bearish,higher_high,lower_high
47003,47008,bearish,higher_high,lower_high
47025,47030,bearish,higher_high,lower_high
47203,47208,bearish,higher_high,lower_high
47277,47282,bearish,higher_high,lower_high
47395,47400,bearish,higher_high,lower_high
47442,47447,bearish,higher_high,lower_high
47455,47460,bearish,higher_high,lower_high
47556,47561,bearish,higher_high,lower_high
47593,47598,bearish,higher_high,lower_high
47613,47618,bearish,higher_high,lower_high
47638,47643,bearish,higher_high,lower_high
47662,47667,bearish,higher_high,lower_high
47673,47678,bearish,higher_high,lower_high
47820,47825,bearish,higher_high,lower_high
47837,47842,bearish,higher_high,lower_high
47891,47896,bearish,higher_high,lower_high
47906,47911,bearish,higher_high,lower_high
47974,47979,bearish,higher_high,lower_high
47992,47997,bearish,higher_high,lower_high
48002,48007,bearish,higher_high,lower_high
48014,48019,bearish,higher_high,lower_high
48119,48124,bearish,higher_high,lower_high
48180,48185,bearish,higher_high,lower_high
48305,48310,bearish,higher_high,lower_high
48322,48327,bearish,higher_high,lower_high
48389,48394,bearish,higher_high,lower_high
48420,48425,bearish,higher_high,lower_high
48521,48526,bearish,higher_high,lower_high
48593,48598,bearish,higher_high,lower_high
48728,48733,bearish,higher_high,lower_high
48758,48763,bearish,higher_high,lower_high
48809,48814,bearish,higher_high,lower_high
48847,48852,bearish,higher_high,lower_high
48869,48874,bearish,higher_high,lower_high
48980,48985,bearish,higher_high,lower_high
49094,49099,bearish,higher_high,lower_high
49107,49112,bearish,higher_high,lower_high
49163,49168,bearish,higher_high,lower_high
49247,49252,bearish,higher_high,lower_high
49322,49327,bearish,higher_high,lower_high
49337,49342,bearish,higher_high,lower_high
49444,49449,bearish,higher_high,lower_high
49455,49460,bearish,higher_high,lower_high
49485,49490,bearish,higher_high,lower_high
49617,49622,bearish,higher_high,lower_high
49670,49675,bearish,higher_high,lower_high
49702,49707,bearish,higher_high,lower_high
49809,49814,bearish,higher_high,lower_high
49864,49869,bearish,higher_high,lower_high
49887,49892,bearish,higher_high,lower_high
49901,49906,bearish,higher_high,lower_high
50037,50042,bearish,higher_high,lower_high
50144,50149,bearish,higher_high,lower_high
50369,50374,bearish,higher_high,lower_high
50381,50386,bearish,higher_high,lower_high
50420,50425,bearish,higher_high,lower_high
50440,50445,bearish,higher_high,lower_high
50693,50698,bearish,higher_high,lower_high
50744,50749,bearish,higher_high,lower_high
50783,50788,bearish,higher_high,lower_high
50867,50872,bearish,higher_high,lower_high
50925,50930,bearish,higher_high,lower_high
50939,50944,bearish,higher_high,lower_high
51002,51007,bearish,higher_high,lower_high
51140,51145,bearish,higher_high,lower_high
51157,51162,bearish,higher_high,lower_high
51249,51254,bearish,higher_high,lower_high
51322,51327,bearish,higher_high,lower_high
51436,51441,bearish,higher_high,lower_high
51446,51451,bearish,higher_high,lower_high
51597,51602,bearish,higher_high,lower_high
51611,51616,bearish,higher_high,lower_high
51804,51809,bearish,higher_high,lower_high
51837,51842,bearish,higher_high,lower_high
51905,51910,bearish,higher_high,lower_high
51941,51946,bearish,higher_high,lower_high
51954,51959,bearish,higher_high,lower_high
52106,52111,bearish,higher_high,lower_high
52117,52122,bearish,higher_high,lower_high
52141,52146,bearish,higher_high,lower_high
52207,52212,bearish,higher_high,lower_high
52309,52314,bearish,higher_high,lower_high
52458,52463,bearish,higher_high,lower_high
52497,52502,bearish,higher_high,lower_high
52554,52559,bearish,higher_high,lower_high
52718,52723,bearish,higher_high,lower_high
52728,52733,bearish,higher_high,lower_high
52744,52749,bearish,higher_high,lower_high
52852,52857,bearish,higher_high,lower_high
52864,52869,bearish,higher_high,lower_high
52933,52938,bearish,higher_high,lower_high
53170,53175,bearish,higher_high,lower_high
53391,53396,bearish,higher_high,lower_high
53406,53411,bearish,higher_high,lower_high
53420,53425,bearish,higher_high,lower_high
53530,53535,bearish,higher_high,lower_high
53544,53549,bearish,higher_high,lower_high
53557,53562,bearish,higher_high,lower_high
53624,53629,bearish,higher_high,lower_high
53635,53640,bearish,higher_high,lower_high
53755,53760,bearish,higher_high,lower_high
53795,53800,bearish,higher_high,lower_high
53825,53830,bearish,higher_high,lower_high
53873,53878,bearish,higher_high,lower_high
53981,53986,bearish,higher_high,lower_high
54006,54011,bearish,higher_high,lower_high
54017,54022,bearish,higher_high,lower_high
54048,54053,bearish,higher_high,lower_high
