confirmed,ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
True,-0.0015774212255944553,0.006394741929248049,0.0038198260197177536,0.002196010052194053,0.003757974096269212
True,0.00591693063095855,0.00676884472703887,0.004979817380596385,0.004623562394962866,0.002679657065852936
True,0.0020556646264002776,-0.0014012472571890422,-0.0005543442275859345,-0.0003233706740578546,-0.00022327443507719202
True,-0.0012062818857950797,-0.002558554613067865,-0.003549695740365122,-0.0024663470403836207,-0.002742946708463978
True,-0.002246247932612744,-0.0017769991153505638,-0.0024001000038462728,0.001284664794799939,-0.0044232470479633745
True,0.0008943509471204258,0.000848091415372787,-0.0010254119104832204,0.003669922851976537,0.002821831436603972
True,-0.00042366680088179454,-0.0009936835208534944,-0.001617636876093953,0.0008704504030261351,0.0030889238330977786
True,0.0003776085846429744,-0.000624210109307799,-0.0003544896917057061,-0.0001309993536804388,0.003745268362144172
False,0.0034192236351040517,0.005594416012991488,0.005251748720584537,0.006749055802623749,0.01115157813186718
False,-0.00048255382331108265,0.0030066815144766945,0.004899777282850737,0.005100222717149272,0.007401633259094265
False,0.0026516136220151587,0.003394362535744877,0.004946707765439928,0.005533479407286324,0.010509897129275414
False,0.000837086642171414,-0.0003407609339812767,0.0018149223657697444,0.0033631622614673784,0.008237517778831416
False,-9.622145738497068e-05,0.0018874208948596038,0.0009770178749861635,0.003649006328411142,0.014336997150364628
False,-0.001080744973795622,0.0015470938323511874,-0.00011843780534748216,0.00284990969117338,0.014449404850028102
False,0.003067893824196366,0.0021564181228046486,0.001489484682761999,0.003349480532953919,0.015591421753886614
False,-0.00043587470449168997,-0.0009086879432623762,0.00019946808510651337,0.00018469267139487044,0.014583325945626502
False,-0.0004730194159687784,-0.0016629588842654863,0.0005838833415865441,0.0018772958071262558,0.014486219614045615
False,0.0,-0.0006654983473457499,0.0015454350510584192,0.001819021421652245,0.013502214630611409
True,-0.0011905025991407747,0.0011091639122429164,0.002669380421038481,0.002196137151814881,0.012370874834549683
True,0.0005256300156948335,0.00225058485593288,0.0029686991027273457,0.00397553229293135,0.011067843288222967
True,0.0017758440808897102,0.0022124057507750816,0.0018572295352468071,0.004373008649840582,0.010203704114778667
True,-5.170363476558748e-05,0.0015584878902701327,-1.4772467075929718e-05,0.0022897323967590033,0.009868000620443462
True,0.0004875166198847758,0.0007165016989216788,0.001292657704239808,0.004949032353375626,0.009255421775742345
True,0.001122211065664569,-0.0003543921562837449,0.0002731642130442413,0.004858017217193478,0.009686509752964145
True,-0.0008923361767306792,-0.0015708122654524148,-0.00047198336606724123,0.010649132071631984,0.00988215172703244
True,-0.0005831321921803134,0.000575743484133806,0.0010038530525475764,0.011566531588387718,0.011950367959136843
True,-9.60058501308092e-05,0.0006277788492281555,0.002511115396912178,0.012201073961218611,0.011492045757633518
True,0.0012556782509141051,0.0011005576688702945,0.0023045389075599942,0.014395974443254467,0.01163348967758604
True,-0.0005311570949061428,0.0004278632289476114,0.0036516543100586496,0.012585297480727453,0.012408247574785092
True,0.0003764309941205468,0.001882154970602512,0.004583600928408815,0.011661979817851442,0.013396514790759761
True,0.0005828795769540207,0.001202657644595817,0.011126366897799667,0.010152441528711975,0.013288186088274312
True,0.0009217405478953999,0.0032224123293667084,0.010552085792306709,0.007064226932994799,0.01230708716942397
True,-0.0003020451185521411,0.002696370969782702,0.009665686909087201,0.005805308799343711,0.011603235730622385
True,0.0026013839657472726,0.009911788764674245,0.012063634420805158,0.00756095565856274,0.014399728807563905
