,ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
baseline,5.947980510089459e-05,0.00021894150863128962,0.0003910188602607973,0.0005721684132483521,0.001518197122342666
moderate,0.0001764885930956842,0.00025199450193945307,0.0006532360937250945,0.00041214095025343927,-0.00016259601436754954
extreme_bull,0.0006534803634094295,0.001513841303020213,0.0026428431908473455,0.0037714528993402115,0.0013531916399106394
extreme_bear,-8.95699788526696e-08,0.00015514309739602592,0.000610175478945916,0.003082466050136118,0.004733767163216179
