ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
-0.0003471150660293576,-0.0016172038939114008,-0.0005285495653272188,0.0016566478913238036,-0.0024060838421609
0.00016545725293681812,-0.005231600759527555,-0.0058697930208554405,-0.0033721842721062822,0.0007642470513153921
-0.0006846106026864307,-0.001809869295960831,-0.000495754676151483,-0.0020459392041296542,-0.002667589962307426
0.0003550772123683821,0.0009310992474818036,0.0009784428757975139,0.0023356189969117036,0.003274600958508067
-0.00026035502958576817,0.0016173570019724082,0.003479289940828467,0.0018777041420119378,0.014532544378698331
-3.935954184985935e-05,-0.00019679770924951878,-6.296739505140536e-05,0.0014720547370943304,0.012524214088544872
0.00029924875026976494,0.002118318282974263,0.0017639540882914417,0.012631122725226929,0.01214288761255311
7.074804263740297e-05,-0.00022797377605887625,0.010848033204414742,0.011649836493412558,0.008277520988585918
-0.0008866411629617765,0.0009333146742989129,0.000731096494867467,-0.0026910573108953617,-0.0026366061772723492
-0.0001401214385799987,0.00021795889771136778,0.0015569048731123303,0.0010119881675230147,0.002257512066012657
-0.00024107816563689877,7.784491735440824e-06,-0.00029550739406569715,0.0005988148332969345,0.0010887401028760735
-0.000442700367701665,0.0002563124762631208,-0.0004194077063789381,-0.0005359098470397727,-0.000551435698985081
0.00023310204611615148,-0.00010877318478597076,-0.00011655102305807574,-0.0006604557973290959,-0.0023931732367242775
-0.00018647149317041478,-0.002361972246826105,-0.0025562133855453473,-0.0020745031311671935,-0.0012819915155470873
0.00016368525663512656,0.001917455863439832,0.0024630733855568465,0.002572196889980116,0.006718890058069249
-0.0003811509231720356,0.00012445744430111816,0.0013457038950956957,0.003912638683805314,0.00679849567353652
0.0001394961380276616,7.749354926267493e-05,0.0008834342109487192,0.002627039069357018,0.002611540359504616
0.0003631874628111653,-0.0040956053381965285,-0.002426460701507649,-9.27306869026312e-05,-0.002526911218094896
0.0002240749182897961,0.0006722170281483475,-0.0008654005145996013,-0.0005485972137443396,0.0002472473555295007
-9.267825563163967e-05,-0.00048652802125248584,-0.00029346441065403184,-0.0002471291441104029,-0.006046760006486962
0.00013123866136566242,-0.0005867217354382781,-0.0024086231520438206,-0.004593353147797852,-0.0118964063766549
-0.0008032394410132371,-0.001130762992076817,0.0003899182731299522,-0.0024174932934056814,-0.005185913032628386
0.0008426165045134493,-0.0005929578453784945,-0.0034017055340131996,-0.006311880222515165,-0.0033080806110585836
-0.0003443121972596108,0.0009703343740952164,-0.0009233905361097916,0.0019876204114530616,0.007950481645812246
-0.00034475193801319914,0.0005092926357013194,0.003353503959581783,0.003329990310354969,0.006330907060605018
0.0004998164707721298,-0.00046077550861023386,0.0032254207505173493,0.00595103284001719,0.004342223437072912
-0.0005076102490414458,0.0008746436966520221,0.004420113860883479,0.004076492959836253,0.003170611709397031
0.0009402732231944544,-0.0008781141693735561,5.438820073666584e-05,-0.00016318791476932493,0.001095690284879547
-0.0013098947535219452,-0.0009611062096847034,-0.0025345223343604673,-0.0019842115207506783,-0.0004107876452184023
