group,ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
counter_trend,0.001042738466000559,0.006670763961301285,0.00831428551698421,0.01796134271567773,-0.005641843506363431
counter_trend,-0.012923977549109456,-0.0031730320866213413,0.024732327509325858,0.06107014054876303,0.07957953664628237
counter_trend,0.0009310986964616852,0.020171380353817492,0.06618074953445063,0.0732149092178771,0.08719593080772814
with_trend,-0.0006725894335344318,-0.001083983081168416,0.0044926863645384785,-0.00143661273776996,-0.016063942431427503
counter_trend,0.0,0.0,0.020479928448479567,0.00423908333052081,0.007182145870599843
counter_trend,-0.007459328910852103,-0.007352096772661798,0.0077944427467140365,0.009671005165043711,0.011319692587710373
with_trend,-0.00278429864328833,-0.0019220197200030542,0.006384813401425715,-0.021293681807847964,-0.021445067708280252
counter_trend,-0.0010036279795204717,-0.004434950666259763,0.0006577832027938602,0.004787576713118469,-0.030393659512426674
counter_trend,-0.0007084150073936035,-0.0030400013755631505,0.0125726400495203,0.013446129509267823,-0.0001581897589325587
with_trend,-0.0020512749106815775,-0.0028935106570850966,0.009223907461997305,0.011302351486829787,-0.027175906429570906
with_trend,0.004700233320934721,0.00580258343759521,0.010556926926588384,0.008068163527541916,-0.023264464207216062
counter_trend,-0.006204685727164261,-0.002109733842273087,0.013661391273735557,-0.011683083474095746,-0.014678206896949542
counter_trend,0.0005000243070747423,0.0034724392496752188,-0.0033127139890687385,0.006055927106555226,0.03284927530192849
counter_trend,-0.0008601210995897723,0.00433473728761502,0.012601456744782968,0.018526735430845598,0.006211985719259294
counter_trend,0.0016280111435751365,0.004593539353078047,0.021772032247808104,0.019421214176616353,0.019758974423166098
with_trend,0.00027663540504141437,0.002048370538032307,0.0013567984914297782,0.0011657994649589831,0.009840088849488282
with_trend,-0.0005164210945417524,0.0003333965270790884,0.0035365552547266255,0.009138814498796055,0.01764352123657309
with_trend,-0.0002084551998176032,-0.0012572061362081666,0.005582516366478885,0.012070475197863306,0.008787408396573548
with_trend,-0.0019181609046430292,0.00023976930304892008,0.004251044940543736,0.010413764054045371,0.014509276479927502
with_trend,-0.0014180383890645132,0.0025614001469131953,0.0004982210724664426,0.004088020184599639,0.008540129666890328
with_trend,-0.0001269470503852954,-0.002215226029223194,-0.0014218069643151532,-0.004709741916646526,0.0034593071229989114
with_trend,0.00025302363400769856,-0.0009994370287399468,-0.004832751409548752,0.004902332908900853,-0.004674611638293857
with_trend,-0.0001384778087941685,5.665888253814089e-05,-0.0038271907481741696,-0.009530224215394512,-0.018235832246878303
counter_trend,0.0017656421417457935,0.012493307236514317,0.010109386617560556,0.0020014788123803307,0.009765183254921928
with_trend,-0.0006453427350483487,-6.326951588309093e-06,0.0036063624052942167,0.0017905336264221194,-0.0011451782374706232
with_trend,-0.0019345172363873786,-0.006416781029193408,-0.006581151774768812,-0.007485184553481794,0.00445697598579442
counter_trend,0.0005184751989686376,0.0003035002990900981,0.003110819579855706,-0.00020864578591439642,-0.008927774813337064
with_trend,-0.0017065061440927343,-0.005535118797606597,-0.008967022297719396,-0.012210013678559895,-0.004042713055355751
counter_trend,-0.004046663410735674,-0.005036121805646276,0.0017125351228268748,0.004477962210058362,0.009013008924210864
counter_trend,0.00010785109879751786,0.0026643998291255855,0.0015225141880719217,0.007809235366794232,0.0038950987978170204
counter_trend,0.0006515418920201022,-8.22342410727872e-05,0.0017016098934117263,0.004579808330961166,-0.013922895910427946
counter_trend,-0.0005381926856448116,0.00017728067065148068,0.0007598014385574725,0.004577797335629574,0.03026542396920262
with_trend,0.006187769880251048,-0.0040540012761348665,-0.033129052840883744,-0.03141963170156248,-0.03062427327091155
counter_trend,0.00025690290062518883,0.0005811037300742505,0.00833730930622334,0.013298093979765335,0.017824586192975334
with_trend,0.004560166524286702,0.0010467868272552305,-0.0026951907689716226,-0.009733970232580491,-0.0003308827952978044
counter_trend,0.000999055444543595,0.003033501677405015,0.010081377667668034,0.009124706393498938,0.020259639493930726
with_trend,-0.00013469514282793416,0.009087718157683833,0.011159760871686464,0.020741488976114164,0.029400981739070797
with_trend,-0.0038205682199340396,-0.00040464587495059323,0.005733626687769,0.00054326550983963,0.001335113484646211
with_trend,-0.001971207723915902,-0.0005861957989712341,-0.005160771242205597,-0.0035286399816096825,-0.006574529467543999
with_trend,-0.000711696318843269,-0.0017850149067307752,0.0017104450933946858,0.00649737711931353,0.010756167523932492
with_trend,1.1505713274351237e-05,0.0023951594593305536,0.006131032471827336,0.017155471156895974,-0.004520880096303137
with_trend,-0.0008418522900502934,0.0007451480057336646,0.008560669836863877,0.01884484994653124,0.012007690382471292
counter_trend,-0.0017938870956611952,-0.001534406766680041,-0.002236711860938434,0.005584953597948861,0.010337805523476185
with_trend,-0.000339658997370762,0.00221245542256443,0.0048067969893752505,0.009576959682710662,0.017334535788775973
with_trend,0.0012115150294278454,0.002958500581857537,0.00873751094984554,0.02103809879505114,0.018096090873098936
counter_trend,-0.004003367127894064,-0.0038196729014338127,0.003526187702507233,-0.007820254124531911,-0.025969831590519354
counter_trend,0.0021039208979745094,0.0022240861949964774,-0.00032971694501027216,-0.0020563331157275044,0.008801169215492788
counter_trend,0.0038594628746027038,0.004544757978558245,0.0823157860437389,0.0035014775330013403,-0.002033777586157859
counter_trend,-0.0012551919875480877,0.0036144736690162382,0.00030243280398156713,-0.0010469214043050679,-0.022756037370762483
counter_trend,-0.0066371632191900565,-0.009878903760356939,-0.008650605481198226,0.0016020858682426198,-0.006645761631612457
counter_trend,0.002554175488479693,0.01270974069641606,0.014260291453087603,0.019973633236495036,0.011973725953966063
with_trend,-0.0027417932052338223,-0.01265858712002954,-0.019095756818891307,-0.02057441603042598,-0.028884829563193715
counter_trend,-0.0022834185450234523,-0.008897359053210208,-0.00283289847805257,0.008480688221489396,0.0055592897284186815
with_trend,0.0004784198901317538,0.00020172388389805285,0.010213061227256182,0.019711305226610465,0.01903127672337157
with_trend,-0.0012583148121764198,0.000150274464685074,0.004078098895295534,0.013094410890026165,0.012479171910201758
counter_trend,-0.015479638830100284,-0.023392939210187258,-0.00987725067690548,-0.011505530635639194,0.015965570640268822
counter_trend,0.003300017800546451,0.015289994160895715,0.006204493953347656,0.018707361454445515,0.041860732951100044
counter_trend,-0.0013635867160312065,-0.0020009759491551593,0.005376745861792598,-0.004966326355229533,-0.03130799693141895
counter_trend,0.0037659213837388794,8.67729152806973e-05,0.009961484395337283,0.00248455152864957,-0.0030457524657969692
counter_trend,-0.00036116165878197215,-0.007128673724372203,-0.034475597837512195,-0.030049311623968067,-0.03833403812234515
counter_trend,-0.0008966409086433869,-0.004834298730386766,0.0016224850755581777,-0.00875086786889101,-0.04687971099051236
counter_trend,0.007925595042999056,0.010272965928423305,0.02072078787595011,0.03732736495450362,0.05340949883722734
with_trend,-0.0002114212903971957,0.0020965597127302615,-0.0019547086760106636,-0.013346994092436004,-0.000613900150585045
with_trend,0.00018510085323431014,-0.0002864689123950326,0.009708583724589825,0.014927488164063973,0.04520193848129872
with_trend,0.022325596177740215,0.014396947900287005,0.022028487483359616,0.01581175120686118,-0.00220996803857465
with_trend,0.0031432061947234136,0.020963001617659183,-0.02244359510969174,-0.033533025082961965,-0.05471660257393518
counter_trend,0.003719139772429658,-0.003922847248493899,-0.002584198120070935,0.010255169804731734,-0.0111427523790123
counter_trend,0.000359376195286254,0.0013439211257131323,0.008668267888308767,0.006649534749698205,0.0020130302385290566
counter_trend,-0.0034967832314741765,0.003928441946289052,-0.00670784717092987,0.0015866216736164507,0.021141454404522975
counter_trend,-0.0015120752207310462,0.002300453990638829,0.013908269359026448,0.01362403288328129,0.00043957719566356523
counter_trend,0.0029898717260992136,0.00607199119751245,-0.007270474396291138,-0.024401759543696167,-0.020133522127573023
counter_trend,-0.0012211219799829198,-0.020882731581733704,-0.023785613667029692,-0.01469675639829593,0.0026555044122877902
counter_trend,0.0015623047119111,-0.004127596550431267,-0.004608798900137434,0.004736895388076423,-0.004652555930508617
counter_trend,0.003544968379005864,0.00803731330307933,0.014114807092046933,0.003108376884740416,-0.01280528029263106
counter_trend,0.006675026666048245,0.0040346890506886,0.010746791571982994,0.03020606285458105,0.02203463339980538
with_trend,0.0014641944689306463,-0.0012251423107378923,-0.013736510734936092,-0.02144296663728318,-0.021927083115447332
counter_trend,-0.012990450012753119,-0.013554842143166157,-0.016121959096008442,-0.043070794234784104,-0.04757384210279603
counter_trend,0.0019225265630935517,0.0021899087681884755,-0.0007829978682504235,-0.025562418689441868,-0.007406745538284576
counter_trend,0.0022490095614351446,0.0003595758359755674,0.019381150634568245,0.012536121190602989,0.025209574199578588
counter_trend,-0.0001457686975165906,0.012251961073229234,0.01253402901726286,0.01413129848902428,0.026554406895514804
counter_trend,0.008194589880553771,0.010150605017675396,0.013567333717471541,0.0185196019497611,0.034796667341504106
with_trend,-5.97104403354809e-06,0.0029106321752945252,-0.005479476034890962,-0.008608830670543521,0.012790360001199153
