state,horizon,mean,count,t_stat,p_val_raw,p_val_adj
bear_accel,ret_fwd_1,0.0005466001413940639,362,1.1105463822818102,0.2667636528355123,0.39571486785711985
bear_accel,ret_fwd_3,0.0015735110959937816,362,1.3149894403897027,0.18851345138245978,0.3435459230833249
bear_accel,ret_fwd_6,0.002629494088794663,362,1.2642855508635757,0.20612755384999493,0.3435459230833249
bear_accel,ret_fwd_12,0.004454261234548491,362,1.3403097714720318,0.18014465599214968,0.3435459230833249
bear_accel,ret_fwd_24,0.010335057944916673,361,2.302961506317404,0.02128100900824968,0.1418733933883312
bear_decel,ret_fwd_1,-3.0197546825842835e-05,164,-0.04646013007935371,0.9629435113377351,0.9971706753441049
bear_decel,ret_fwd_3,-6.0125740809586065e-06,164,-0.003546040021828823,0.9971706753441049,0.9971706753441049
bear_decel,ret_fwd_6,0.0006741415875658037,164,0.21731775679397786,0.8279607198302362,0.9199563553669291
bear_decel,ret_fwd_12,0.005661975133724788,164,1.3815751243105765,0.1671021963590299,0.3435459230833249
bear_decel,ret_fwd_24,0.014258144081652218,160,2.1655660054210903,0.030344366455110912,0.15172183227555455
bull_accel,ret_fwd_1,0.0006918485211775921,170,1.087082372337775,0.2770004074999839,0.39571486785711985
bull_accel,ret_fwd_3,0.0006917301741888544,170,0.4925311566694658,0.6223439019303636,0.7779298774129545
bull_accel,ret_fwd_6,0.000671496001128301,170,0.30489018507728005,0.7604497912696302,0.8946468132583885
bull_accel,ret_fwd_12,0.004912356492586929,166,1.310496158234829,0.1900280430164808,0.3435459230833249
bull_accel,ret_fwd_24,0.010449386926249261,159,1.859635079418742,0.06293717273705733,0.20979057579019111
bull_decel,ret_fwd_1,0.0003759369480010167,277,0.7182000687063107,0.4726339356054745,0.6301785808072994
bull_decel,ret_fwd_3,0.002044195004655142,275,1.68786314770488,0.09143750227112664,0.26125000648893326
bull_decel,ret_fwd_6,0.005117807768529596,272,2.5704968944708004,0.01015527372695737,0.1015527372695737
bull_decel,ret_fwd_12,0.007342526358010198,270,2.6581388567503526,0.007857351209535427,0.1015527372695737
bull_decel,ret_fwd_24,0.008954958300215332,270,2.0494599860986815,0.04041715672461872,0.1616686268984749
