state_a,state_b,count,mean_ret,hit_rate,t_stat,p_val_raw
bull_accel,bull_accel,4282,0.00021313901129618257,0.5588510042036432,1.6632485630976994,0.09626269028294993
bull_accel,bull_decel,6456,-2.540308054904905e-05,0.4941140024783148,-0.28117558380450036,0.7785757308310898
bull_accel,bear_decel,4481,0.0002006760022335595,0.529346128096407,2.3180614995134863,0.02044597894063289
bull_accel,bear_accel,8151,0.00011823242302095971,0.5190774138142559,1.379030900463029,0.16788522682105667
bull_decel,bull_accel,3297,0.00035363895933656015,0.5550500454959054,3.6559698037413275,0.00025621151500912313
bull_decel,bull_decel,6587,0.00012718946525048052,0.5380294519508122,1.7812932078018413,0.07486456352131991
bull_decel,bear_decel,3533,-0.0001452218447708411,0.49136711010472683,-1.6306270223777357,0.10296904371967273
bull_decel,bear_accel,8293,1.1699659694313125e-06,0.5111539852887977,0.015645383345877114,0.9875172994310147
bear_decel,bull_accel,2873,-3.1462936609103295e-05,0.5109641489731988,-0.27354322003021664,0.7844356738822527
bear_decel,bull_decel,6233,3.637525391303757e-05,0.5076207283811969,0.4351866812061502,0.6634269292970232
bear_decel,bear_decel,4124,3.8343091603331835e-05,0.5251030802813486,0.44665016730971663,0.6551276675020103
bear_decel,bear_accel,9414,0.00013630263013996458,0.5348070995855032,1.9479707634590475,0.05141846154731923
bear_accel,bull_accel,3792,1.3044190706545142e-05,0.4989451476793249,0.11312391818422839,0.9099323127365895
bear_accel,bull_decel,7529,0.00025768847581389523,0.5615619604197104,3.0567199956930056,0.0022377320348498514
bear_accel,bear_decel,3254,7.272512423103471e-05,0.5072285450630575,0.5308830447276985,0.5954998279095756
bear_accel,bear_accel,10113,0.00011737380819195408,0.5491592482690405,1.5495341830319078,0.12125336082980567
