confirmed,ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
True,0.0013571335549538155,0.003701292025086511,0.01518215154734559,0.01592240309811843,0.03442201583330484
True,0.0025668581148095004,0.009884121825714631,0.01636628734002521,0.015182116974681303,0.03528574288491404
True,-0.0002252983602241132,0.009899773396917944,0.011859252613944715,0.017444083468362237,0.033536342638230465
True,0.0075255232697102326,0.011438522211220103,0.010202472086591419,0.016485123092156995,0.03230784989927282
True,0.0025823962802551392,0.006418722083274098,-0.0002168947450470471,0.013027233846425013,0.028087869483587102
True,0.0029140585262037444,0.004354499560929703,0.004626655368616062,-0.004002675119002985,-0.0006505121218893795
True,0.0009729495457808657,0.009219799118525662,0.0016877581388843321,-0.006671602024459933,-0.003362272340373007
True,0.0004628558204118338,-0.0038549277614308153,0.0046880616259463714,-0.007544556484940679,-0.009964631203094543
False,6.749414488282923e-05,-0.0127361518888236,-0.012189442565857411,-0.02803706778436965,0.0023825365649530195
False,-0.010022204075021413,-0.01254631473095269,-0.018073718878863,-0.03501360590128977,0.002206902835237612
False,-0.0028087274859223132,-0.0035586286353163077,-0.015822914252212272,-0.012802864622390664,0.0053515672934021374
False,0.0002597932664711866,0.0005537621214553035,-0.01756976644905972,-0.009899223442985217,0.0077799267660687565
False,-0.00101154382415658,-0.005597633823609893,-0.021645524632292634,-0.0062674285089397985,0.007094428344906811
False,0.0027033887551768387,0.00866033166461988,0.0008626437503831408,0.0021260333108688023,2.0384043392551732e-05
False,0.006049268058067714,-0.0010161155933099408,-0.0010364446792801019,0.0019238455233334673,-0.004721557231017304
False,-0.00010773395173346856,-0.007420169192265846,-0.007467302796149267,-0.0006127368504836861,-0.013284936189752683
False,-0.006915911371977446,-0.007730737166364077,-0.010505192059860669,0.001723928953413001,-0.01143449077721237
False,-0.0004000786595330652,-2.034976368237018e-05,0.0012680391398987023,-0.011724339022587515,0.0026717117263732604
False,-0.00042058991126914247,-4.748595772396946e-05,-0.0009225843214935026,-0.01813285892600336,0.007787697066724553
False,0.0008008076009500265,-0.0027960705802511088,0.0012623006447234353,-0.013423820834747135,0.00837461146929086
False,-0.000427204548967941,0.0012884151225243112,0.0029633615629380827,-0.011670321776048431,0.00851032094088433
False,-0.003168148977307439,-0.0008751399206268218,0.006906136155490072,-0.006376988568908781,0.006356636477731437
False,0.004900025894595261,0.00406975053471359,0.012358954200812233,-0.004130987247212947,0.008500190614410208
False,-0.0025870525307606362,0.0016727911909466542,-0.012975924182746068,-0.002959534891164295,0.011973621557745728
False,0.0017653928678127428,0.0077880917461092825,-0.01722616719628456,0.0016295934164425319,0.014435481680654005
False,0.002501084481075777,0.008255605411560563,-0.014667606550265666,-0.0021011820843725992,0.00917742110400166
False,0.0035022413035394884,-0.014624252053683007,-0.014590446570433624,-0.006632642574625591,0.009607518339474597
False,0.0022301125986545767,-0.024820951098016852,-0.013192018846081899,-0.012679968823430143,0.006946362807289663
False,-0.020248188420131097,-0.022735516508702425,-0.016288631003459564,-0.013135774588486915,-0.0005982965204183177
False,-0.0068820312607210665,3.430720039521162e-05,0.010148069876905641,0.01456683728780983,0.022752528440669106
True,0.004373396281398989,0.01192492011085422,0.01918626644640531,0.02639924986630593,0.02570835107129632
True,0.0025795889167101738,0.006596868723000249,0.012753487604215463,0.022095032055691632,0.021751086866796943
True,0.004926344967649321,0.010113415713530971,0.008075631059301314,0.020418938297186218,0.019698511804702612
True,0.0017674234514573062,0.013777714086842474,0.012290075814959556,0.019878388983287865,-0.022976511692973323
True,0.007254768392370492,0.01215258174386924,0.00944822888283392,0.012704359673024523,-0.025803814713896367
True,0.004700233320934721,0.00580258343759521,0.010556926926588384,0.008068163527541916,-0.023264464207216062
True,0.00016154415724289883,-0.0014674205708130605,0.005667743672590264,-0.0006731287022078147,-0.03369682956381259
True,0.0009354977718698532,-0.002671882589457053,0.0020594478682727235,-0.0003365099898812174,-0.035959450788506486
True,-0.00256180283185381,0.004726915169321,0.004054524209802901,-0.0007060105074938594,-0.036369627000326976
True,-0.0010448827708943176,0.007145649917083441,0.007496184492591373,-0.0007887179625460927,-0.024976068813956975
True,0.008361057312719744,0.004744005884456781,0.0032256540722195304,0.000958241951048322,-0.02092626208776749
True,-0.00016061461860716886,-0.0006692275775299628,-0.002462764177586285,-0.03257800516643694,-0.032511082408683945
True,-0.0034269956225485565,0.00034804754956430095,-0.006305136477423368,-0.03435027643538913,-0.03835959357973795
True,0.0029283363556988906,-0.0015111827523675014,-0.0023910336490026163,-0.038048223520720015,-0.030861709987238917
False,-0.0002592668399615805,-0.02518916429580198,-0.023347053646355698,-0.019103369697962114,-0.017772956451139743
False,-0.002347594073332182,-0.023591948732312518,-0.020404960114137838,-0.01937447550636695,-0.020602867754040854
False,-0.022641922597746222,-0.023859517637164984,-0.01762785857778526,-0.020781310637471462,-0.01894807419811395
False,0.00137879605385538,0.0018897108874622592,0.011030319438338099,-0.003030529350223077,0.016461488507488742
False,-0.0026209846515138358,0.0032639925633928257,0.008806508429086701,-0.0037602463026643607,0.01610332969890127
True,-0.0006619563294310016,0.013002222870257985,0.009399779877919734,0.019593914319118166,0.0382262430022593
True,0.012634316322344352,0.012111373054556118,0.009615183550402584,0.021768392066381592,0.03843982344347552
True,0.0010259517596105105,-0.0016869676584200244,0.002981450241339667,0.0159607728377551,0.01932782257231591
True,-0.0015407896546980604,-0.0035562044297702267,0.0033567134406382593,0.016370890081166545,0.01877148851286292
True,-0.001171153793160462,-0.002466318994736705,0.007557379646724982,0.019565157485739393,0.01851111218275503
True,-0.000848364669692292,0.0046763066778860995,0.006897217662394928,0.02533347357675919,0.018174168540410873
True,-0.0004486998091209893,0.006937589356409868,0.01009920414529053,0.026632066342903826,0.014765682160149174
True,0.005980745631712692,0.010048481402011644,0.012037466070232039,0.026637115337484696,0.01045595250249276
True,0.0014004833136567196,0.0022105736641213625,0.012940740422758834,0.02443980684616509,-0.00161330185641817
True,0.0026393726015259134,0.0031398319243414186,0.012970637925868944,0.017447281223073485,-0.0029135931315544816
True,-0.0018255967523783667,0.0019691972265130087,0.011917711171174128,0.01907653189388614,-0.003828981312034463
True,0.0023289904511392123,0.010706499253352986,0.018309968079130767,0.021543161673037048,-0.0005753976408696682
True,0.0014693219250168088,0.009800035537088414,0.016367562839139982,0.01827426431392909,-0.00502303076691768
True,0.006878614176237363,0.009928961860503183,0.014425996820002673,0.016316252789321695,-0.0017060071925263376
True,0.0014300401997304757,0.007522924638750039,0.011352161053969523,0.003314153286800625,-0.0072653762971309765
True,0.0015971846237141651,0.006503789929615644,0.0044193218733079576,0.0023619315105576355,-0.006111261505143406
True,0.0044798440498392544,0.004452823049271526,0.007074508770507304,-0.0010338184815805729,-0.008851590583529245
True,0.00041706859602896884,0.0038006444534177675,0.003175058376385209,-0.0069824161805367435,-0.019326102148716884
True,-0.000443783998224867,-0.0020709987157160326,0.0018759959924958824,-0.011558555953765759,-0.01812790392748842
True,0.0007845320645847309,0.0030242382446727945,0.0038150971807460188,0.010508933542541898,0.027389026674090156
True,-0.0005120811733467789,-0.004381084840055616,0.00360981160703,0.011897837906182929,0.02911872550259198
True,0.002751440570474495,0.0026439193331009303,0.004187256112861304,0.014364423648248303,0.03282120717285508
True,-0.00660425528028219,0.0007884744016328771,0.0018797292812882116,0.011152188244491379,0.03056126780729218
True,0.0065402223675605775,0.008026059293782861,0.008934064398966157,0.023944827192085683,0.034009149961583995
True,0.0008957966653417859,0.0015392670817639953,0.007399837241431451,0.02522757811465004,0.029372237677977697
False,-0.0012877248265082963,-0.00012461853159762004,-0.005250527668094418,-0.009828203883184505,0.0026391657235720345
False,0.0006294196242628836,-0.0007042649690247593,-0.0035935747822564146,-0.010331652278199988,-0.0028283288254578043
False,0.0005348497177819489,1.1151015835375588e-05,-0.0045695444076235825,-0.010693735510052926,0.03209798847645606
False,-0.001866696989488159,-0.005126547999380726,-0.0038027459110944184,-0.00935588584308611,0.0803973019306603
False,0.001345790420840265,-0.00289134608699404,0.0017009902975226865,-0.011060499278589542,0.03688295980924838
False,-0.004605539873736797,-0.004580644344621354,-0.001748606099768013,-0.009743218911220097,0.047211145411371724
True,0.00037582889480347603,0.0013306235940100386,-0.004601838294378768,-0.0004287901458754906,0.010940796715386947
True,-0.000350686379759213,0.004605652921068071,-0.006762378609181607,-0.001538950399138539,0.009595253106313928
True,0.0013055802235428793,0.002845070500953506,-0.006152304330275693,2.828389683129373e-06,0.008075987918099159
True,0.003647735396525187,-0.005924578504446276,-0.005574337721970912,0.0020379222667863406,0.0055465355388188975
True,-0.002102582760913352,-0.011315914356240464,-0.012739819267146624,0.0022493101419711614,0.004756263016487017
True,-0.007450606294203244,-0.008971849287482514,-0.008008616727512519,0.004724645269078787,0.005243836812850011
True,-0.0017955155896771657,0.0003523281784276744,0.004192340622121371,0.012591117678417252,0.01139691153150646
True,-0.006733805637265,0.07741917664443254,0.0029857784038336277,-0.0011793567275690808,-0.016997373327256815
True,0.03567684588163167,0.03909161222281732,0.008820473088212655,0.0031505963989597596,-0.012026684211851713
False,-0.00036732723939725265,0.0018339287957642725,0.007023068192286708,-0.009692774059523512,0.00713594599711076
False,0.0023293363811509593,0.007205028060951024,0.005966550289741468,-0.012838816010528498,0.008281418743059099
False,-0.0001269756984496606,0.004226433929310769,-0.0017493685395513214,-0.01504336388694738,0.006521488500685235
False,0.004991970504266696,0.005179640305015276,-0.004466518159992328,-0.01855618935464809,0.007861944135331589
False,-0.000634838931857229,-0.001229618336590188,-0.011899472236989617,-0.028404204260012444,0.003958860359544181
False,0.0008220984440521217,-0.00595065242953241,-0.01430168881010796,-0.01735472422123907,0.0010808224627274488
False,-0.0014160915111397498,-0.009596452293920699,-0.0165992644853874,-0.013752834607285824,0.0012667522918019536
False,-0.005358684455633811,-0.010682989900670847,-0.018693828631631604,-0.01077220504396692,0.005174754447801799
False,-0.002848541328210774,-0.008401027978124254,-0.013317292199401698,-0.005890933846586788,0.013965036037836276
False,-0.0025116035098413647,-0.00707066549558133,-0.014152885313926777,-0.0005047011708750881,0.014193441450859101
False,-0.0030644414723497437,-0.00809734255974881,-0.016703494795603846,-0.001247264057684383,0.018590405303250623
False,-0.001510729443104597,-0.004957915810716473,-0.00309733249663946,0.0152732737867034,0.017440197969461613
