group,ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
aligned,-0.0015774212255944553,0.006394741929248049,0.0038198260197177536,0.002196010052194053,0.003757974096269212
aligned,0.004403160818668761,0.004242906854290851,0.004838143495978331,0.0028311457395338024,0.002609842645869165
aligned,0.0007126366814884655,0.0057530565432666325,0.00757918803958102,0.005441270571816759,0.0008536793580331548
tired,-0.0004492528409718588,-0.002585045035756184,-0.003063757079414642,-0.004337867595613498,-0.0016644449517974058
tired,-0.00020682854193099232,-1.4766607925986719e-05,0.0012631765659560923,-0.00321334389585326,-0.000598339407402726
tired,0.0005546844954589236,0.0035721681507558944,0.0026328950093186254,0.008179739963908528,0.00897109723988998
aligned,0.0011648393334560136,0.0015361318709949945,0.00056786645530571,0.0019001441627000126,-0.007644258125804493
tired,-0.00048255382331108265,0.0030066815144766945,0.004899777282850737,0.005100222717149272,0.007401633259094265
tired,0.00017219854615779795,0.0015784866731132219,0.003443970923156181,0.003974916440476095,0.0041901646231732315
aligned,0.000583879114462782,-0.0021385709562367072,-0.0019415973155306743,-7.034772882330564e-06,0.0022159534579426765
tired,-0.000498364522061423,0.00044220375387804545,0.0017197085620428432,0.003341148063397581,0.006794596605505854
aligned,-0.0005760526676724664,-0.0008297970100122898,-0.0007132080647372918,0.0008297901522424933,-0.006761767933068152
aligned,0.0002147141546129383,-0.000346313152601585,0.0018354597087884006,0.003234571771562056,0.009689848936055734
aligned,-0.004800207611141416,-0.0021190033595615,0.020000865046422733,0.02853456746622962,0.04862192994739889
aligned,-0.0004816574294008724,0.00011875824755880338,-0.0017682765901292363,-0.0023489113222485702,0.002540248086566388
aligned,-0.0013065832195516824,-0.001188997262708158,0.00032664580488783734,0.00018291511782120295,0.0017508149812832663
aligned,0.0,0.0,0.0,0.0,0.020479928448479567
aligned,-0.0023508143349331156,0.0016869072251295414,0.009321988031285589,0.0019578952492946833,0.005562029195992357
tired,-0.0055808763882918555,-0.002966289097478203,-0.0028070248970225586,-0.005594148404996613,-0.0010285812946094763
tired,-0.0001797119390866131,0.0001597380296314288,-0.0029485044526975646,-0.0026157168909655137,0.002282916017730896
aligned,-0.001205938292765829,-0.0025245330443783853,-0.002186603424264688,-0.004326817725580079,0.00041744909797603036
aligned,-0.001045388381632928,0.004287409024745337,0.003804419743284271,0.001991531030832272,0.0030038308852720075
aligned,-0.00011343769601368514,0.004037047416956874,0.00031361519264394566,-1.3345611295734194e-05,-0.00477105603822181
aligned,0.0034040003812481068,0.003941832441485271,0.0019811282218864523,-0.0002995520335498103,0.00033359203736238463
tired,0.0005716745499710907,-8.167557083060828e-05,0.009582461632694717,0.00960969136012535,0.007663252458570247
aligned,-0.0031524415901550418,0.00047597039326197077,0.002952396062552154,0.002359150703263424,0.017797153835010793
tired,-0.0031803510129678747,-0.0008747660568717563,-0.002509018922810524,0.00216318796052839,0.0009629275569136286
aligned,-0.0008728846244934196,-0.0024291784798392557,-0.004377922280038193,-0.0011976696191140501,-6.090522170421053e-05
aligned,0.001057963846745169,0.005045641386775879,0.006571540999712022,0.0022583382089216286,-0.01262766023727846
