peak_idx,confirm_idx,div_type,price_direction,indicator_direction
28651,28656,bullish,lower_low,higher_low
28748,28753,bullish,lower_low,higher_low
28776,28781,bullish,lower_low,higher_low
28877,28882,bullish,lower_low,higher_low
28888,28893,bullish,lower_low,higher_low
28902,28907,bullish,lower_low,higher_low
28930,28935,bullish,lower_low,higher_low
29014,29019,bullish,lower_low,higher_low
29024,29029,bullish,lower_low,higher_low
29067,29072,bullish,lower_low,higher_low
29250,29255,bullish,lower_low,higher_low
29375,29380,bullish,lower_low,higher_low
29454,29459,bullish,lower_low,higher_low
29589,29594,bullish,lower_low,higher_low
29749,29754,bullish,lower_low,higher_low
29828,29833,bullish,lower_low,higher_low
29838,29843,bullish,lower_low,higher_low
29883,29888,bullish,lower_low,higher_low
29929,29934,bullish,lower_low,higher_low
29974,29979,bullish,lower_low,higher_low
30021,30026,bullish,lower_low,higher_low
30138,30143,bullish,lower_low,higher_low
30150,30155,bullish,lower_low,higher_low
30385,30390,bullish,lower_low,higher_low
30397,30402,bullish,lower_low,higher_low
30451,30456,bullish,lower_low,higher_low
30502,30507,bullish,lower_low,higher_low
30530,30535,bullish,lower_low,higher_low
30579,30584,bullish,lower_low,higher_low
30589,30594,bullish,lower_low,higher_low
