div_type,ret_fwd_1,ret_fwd_3,ret_fwd_6,ret_fwd_12,ret_fwd_24
bearish,0.0005394948786521248,-0.002188807793388814,-0.002551040069055377,0.0072369384436343775,0.008138665597952954
bearish,-8.408693059769323e-05,-0.0001223082626875538,-0.0010701972985162067,-0.0025455483614514884,0.005664393771451559
bearish,0.0017415064030386063,0.0024846492215766514,0.008294667387290122,0.0005779999699739857,0.007371376240448146
bearish,-0.00526141511176792,-0.007729547385922797,-0.006828006650655749,-0.008446332902272258,-0.004537225198595896
bearish,0.0006579141902480767,-0.0008870753126940523,-0.0004657219314586625,0.00047310683343670945,-0.0039844466128506895
bearish,0.0015065858388727538,0.003078993389152629,0.002771832716109701,0.004007818185864487,0.00522916929511652
bearish,-0.0003276110625344275,-0.005314579458892688,-0.002242308436656848,-0.002271429419993143,0.0019438329179504166
bearish,0.001420992810658106,0.00022590142118161793,-0.0037528784486612343,-0.026568914700854873,-0.034679511722676915
bearish,0.0003764309941205468,0.001882154970602512,0.004583600928408815,0.011661979817851442,0.013396514790759761
bearish,0.00035348689828573754,0.00048334644228664736,0.006571977914802352,0.0016375893754649873,0.004212986706100708
bearish,0.00013543953790473573,-0.0014114154245060684,0.0006700692927923413,0.001069259509774989,0.0011120370185626616
bearish,0.0006484113967095695,0.0007624249215310019,-0.0014250799927683078,0.0037052079811974448,0.004895156900559083
bearish,0.000621657706789458,0.0011656082002302615,0.0030305813205986354,0.0037158105921994977,-4.94500448583457e-05
bearish,-0.0007561949093342069,-0.0012393239081587293,0.0004131103033426786,-0.0005881500401777595,0.008283218677369364
bearish,0.0007814856453425278,-0.0053470070470811315,-0.004167930296964606,-0.0059022731635087755,-0.010022217499794372
bearish,4.8020854771291255e-05,0.001968855045619833,0.0024422034712217044,0.0017356040337517253,0.01031761679357901
bearish,0.001096919719852929,0.0015768220972887104,0.0031125165608312244,0.010256199380625608,0.010722397117311377
bearish,0.0005703954733573546,0.0008352187904718811,0.0005228630831060066,0.0013105426929851394,-0.01055219063579449
bearish,-0.002071112746200088,-0.003167984957181069,-0.005879514378564044,-0.012086032933417812,-0.015083696118707413
bearish,0.0011318436284277755,-0.00027787944098789374,-0.0011250728586339465,0.006506445447521436,0.0091090236265301
bearish,-0.002276257312652352,0.0006159351441803462,-0.001124732212553825,0.011167057275768943,0.012586363964077751
