state,horizon,mean,count,t_stat,p_val_raw,p_val_adj
bear_accel,ret_fwd_1,4.102722671731241e-05,11933,2.219278159775495,0.026467806508045387,0.08822602169348463
bear_accel,ret_fwd_3,0.00010606730445186296,11933,2.301660198245225,0.021354342437633556,0.08541736975053422
bear_accel,ret_fwd_6,0.00015350181268700296,11930,1.860915848312761,0.0627560613409931,0.15689015335248274
bear_accel,ret_fwd_12,0.00032978833229601077,11924,2.4355755020273353,0.014868121362106104,0.08370443858693413
bear_accel,ret_fwd_24,0.0005680380929978831,11924,2.5882660027398523,0.009646045943937856,0.08370443858693413
bear_decel,ret_fwd_1,-6.81675053955149e-06,4597,-0.19041921230281122,0.8489806438553726,0.9433118265059696
bear_decel,ret_fwd_3,8.651497479334911e-07,4595,0.012993398861800237,0.9896330593623278,0.9896330593623278
bear_decel,ret_fwd_6,6.19727554042876e-05,4595,0.5452158601088218,0.5856050646914801,0.7320063308643501
bear_decel,ret_fwd_12,0.00020944109482913818,4595,1.1329321152347718,0.2572427621546518,0.3957580956225412
bear_decel,ret_fwd_24,0.0005535963648745272,4595,1.8779150934748874,0.060392781248089104,0.15689015335248274
bull_accel,ret_fwd_1,5.650642917070435e-05,4638,1.7299837359298793,0.0836331810921754,0.1672663621843508
bull_accel,ret_fwd_3,0.00010562463806853826,4638,1.4907270311946104,0.13603317615500585,0.24733304755455607
bull_accel,ret_fwd_6,0.0001325156079339995,4638,1.2189707453280794,0.22285529626168965,0.37142549376948275
bull_accel,ret_fwd_12,-3.5400039702778207e-06,4638,-0.020712055840679665,0.9834753519134325,0.9896330593623278
bull_accel,ret_fwd_24,0.0002849328301625266,4632,0.9721576820433347,0.33097210960769907,0.4728172994395701
bull_decel,ret_fwd_1,4.418445969907347e-06,9460,0.21623996900879125,0.8288006997074606,0.9433118265059696
bull_decel,ret_fwd_3,4.617265780689503e-05,9460,0.8749673153286633,0.38159169001573934,0.5087889200209857
bull_decel,ret_fwd_6,0.00017144523347525106,9460,1.7694962814216801,0.07681109079133835,0.1672663621843508
bull_decel,ret_fwd_12,0.0004018112497781831,9460,2.39234960096373,0.016740887717386826,0.08370443858693413
bull_decel,ret_fwd_24,0.0007110016478937673,9454,2.9393001993092125,0.003289542868700257,0.06579085737400514
