feature,mean_worked,mean_failed,effect_size,t_stat,p_val,n_worked,n_failed
B_gap_1h,24.62130143126125,44.14187691586035,-0.21003094206818487,-1.3999298735455548,0.16389929679250956,89,44
B_zroc,-0.13991163467035006,-0.20414112583752722,0.2071617891805633,0.9828440919449997,0.3294919455545115,89,44
A_hist_zero_cross_15m,0.02247191011235955,0.0,0.18394840058350892,1.4223180044375192,0.1584689225545342,89,44
B_roc_invalid_15m,0.02247191011235955,0.0,0.1839484005835089,1.4223180044375192,0.1584689225545342,89,44
A_macd_zero_cross_1h,-0.02247191011235955,0.0,-0.1839484005835089,-1.4223180044375192,0.1584689225545342,89,44
B_zroc_extreme_15m,0.02247191011235955,0.0,0.1839484005835089,1.4223180044375192,0.1584689225545342,89,44
B_roc_slope_15m,40.55872606181597,-5.375173169417323,0.17922922058703497,1.383460345217157,0.16999214435909207,89,44
A_macd_zero_cross_15m,-0.011235955056179775,0.022727272727272728,-0.15914816764882997,-1.0,0.3192733309901651,89,44
A_hist_slope,-0.5726024544801637,-0.3368730617072796,-0.15821664383983272,-1.1213413821977036,0.2643220794099394,89,44
B_roc_slope_1h,-2.0769121425222736,-2.4676258909879154,0.1493978794827402,0.960015083498406,0.33886693541444174,89,44
B_zroc_15m,0.18738433936287233,0.09196661042975665,0.13846492235123,1.0612163382148934,0.29136640930415814,89,44
A_hist_slope_1h,1.1229554240552648,1.4058923938510262,-0.13395744942990848,-0.8918899790577327,0.3740884015514937,89,44
A_macd_1d,111.37899848526057,133.45008416099483,-0.13333654767628494,-0.8613150299300097,0.3906732825128678,89,44
B_state_15m_ord,1.202247191011236,1.25,-0.11494460879404444,-0.6067592869725277,0.5457317379583153,89,44
A_macd_sign_1h,-0.7078651685393258,-0.6363636363636364,-0.09740713024467643,-0.5119308074528537,0.6101280239705039,89,44
A_signal_1d,140.73809700782942,157.09631068896053,-0.09681225958401143,-0.6158495351682148,0.539108717288684,89,44
B_gap_acc_1d,23.79523896362073,29.77368520368749,-0.09501562370939809,-0.6394377436446804,0.5236551821542047,89,44
B_state_ord,-1.2584269662921348,-1.2272727272727273,-0.07162619688498181,-0.3936976132731475,0.6947485503882705,89,44
A_hist_zero_cross,-0.1348314606741573,-0.1590909090909091,0.06884055046049727,0.36420606010584844,0.7166611486021406,89,44
A_hist_slope_15m,-0.7291461011959198,-0.6583222919619133,-0.06442838441831095,-0.4179894598794919,0.6766511141697689,89,44
B_zroc_1h,-1.7958385724597112,-1.85415484465454,0.04302324025662168,0.23859929793479467,0.8119534905675566,89,44
A_hist_slope_1d,-6.151114175393183,-5.83099346985308,-0.028034187363474246,-0.1832440822367364,0.8548927770875316,89,44
A_state_15m_ord,1.146067415730337,1.1363636363636365,0.027523909825107235,0.15051928453817964,0.8807011281973838,89,44
A_macd_zero_cross,-0.06741573033707865,-0.06818181818181818,0.0027201094515731956,0.01548579310469004,0.9876762767972102,89,44
A_hist_sign_15m,1.0,1.0,,,,89,44
A_hist_sign,-1.0,-1.0,,,,89,44
B_roc_invalid,0.0,0.0,,,,89,44
B_zroc_extreme,0.0,0.0,,,,89,44
A_macd_zero_cross_1d,0.0,0.0,,,,89,44
A_hist_sign_1d,-1.0,-1.0,,,,89,44
A_hist_zero_cross_1h,0.0,0.0,,,,89,44
B_roc_invalid_1h,0.0,0.0,,,,89,44
A_hist_sign_1h,-1.0,-1.0,,,,89,44
B_roc_invalid_1d,0.0,0.0,,,,89,44
B_zroc_extreme_1d,0.0,0.0,,,,89,44
B_state_1d_ord,1.0,1.0,,,,89,44
