feature,mean_worked,mean_failed,effect_size,t_stat,p_val,n_worked,n_failed
B_roc_slope_1d,-317.17984171804585,4.8187461653537715,-2.598398474682712,-2.483001035571688,0.06795745410861491,460,262
B_zroc_extreme_1d,0.6,0.0,2.569046515733026,2.449489742783178,0.07048399691021992,460,262
B_roc_invalid_1d,0.6,0.0,2.569046515733026,2.449489742783178,0.07048399691021992,460,262
A_hist_slope_1d,-19.638414935022844,14.752287769693645,-2.060996124631178,-2.6312401432323926,0.052491543402504566,460,262
B_zroc_1d,-2.862242687566517,-0.7160355548175708,-2.003198451910462,-2.1435855209481303,0.09649507620073199,460,262
A_signal_1d,108.43432319317417,-17.88688249823217,1.9908052185763054,2.143496363529091,0.09637416473508266,460,262
B_gap_acc_1d,9.82446550687673,-47.66185307639592,1.5905108239351153,1.6166540771768558,0.1800612606609412,460,262
A_macd_1d,62.740575100392746,-27.120010798987717,1.4748043515618383,1.6788922689750825,0.16474732245390813,460,262
A_macd_zero_cross_1d,0.0,0.42105263157894735,-0.917662935482247,-3.6181361349331636,0.0019662407064466635,460,262
A_state_1h_ord,-0.26304347826086955,-0.6984732824427481,0.5959644031324713,6.9474019140029375,1.5210944709208596e-11,460,262
B_gap_1d,135.91872812662987,208.51580935459137,-0.5938800861417469,-1.2843653702424191,0.23951939356578486,460,262
B_gap_norm_1d,0.007483663800467955,0.010940501675871296,-0.5453084348813408,-1.1862762267049516,0.27353019042823823,460,262
A_macd_15m,6.15558321354961,0.36635811604884616,0.519820799349855,5.780314363884919,1.4597261721574269e-08,460,262
A_signal_15m,11.969578133823973,7.773161705228995,0.4566112737580411,5.384582454890389,1.1213826784624006e-07,460,262
B_gap,12.245372507470613,5.849364870635549,0.4484425328928621,5.876159068845212,7.170868006365679e-09,460,262
A_signal,-2.506191629822254,-8.054526461596991,0.4385144902048757,4.914482521505967,1.357155545617433e-06,460,262
B_gap_norm,0.0009231758567857667,0.000464124750655808,0.43639585972987843,5.800021071481522,1.0816680299626793e-08,460,262
B_gap_1h,131.9659561341215,88.73920350574124,0.4180747289911842,2.8178460054776306,0.005402702452736782,460,262
A_hist_zero_cross_1h,-0.1125,-0.27884615384615385,0.4174383179700266,2.9332041155699713,0.0037893994052627263,460,262
A_macd,-6.275550624373954,-12.43085631027363,0.4085708652913785,4.636207971853133,4.926234796919051e-06,460,262
B_gap_acc_1h,-11.974329092071207,-4.135308311466728,-0.40185611101285773,-2.7354460970279497,0.006864642055786002,460,262
B_gap_norm_1h,0.008207790022122437,0.005592522930203168,0.39878206971567287,2.694100166175384,0.007753603450242321,460,262
A_macd_sign_15m,0.41641337386018235,0.06796116504854369,0.3683389766044339,4.057358321223627,5.9565233861375574e-05,460,262
B_state_1h_ord,-0.29347826086956524,-0.549618320610687,0.3672516339354221,4.607072844117804,5.198076583127518e-06,460,262
A_macd_sign_1d,0.2,-0.15789473684210525,0.3475710347090578,0.659865985465676,0.5340647971894009,460,262
B_gap_norm_15m,0.0030524067498130694,0.002205549982236672,0.3450339166183586,3.9332227935315767,9.693603246398099e-05,460,262
B_gap_acc,-5.132367905530705,-7.373706711114779,0.3369824587812017,3.8348329334260916,0.00014745948128332427,460,262
A_macd_sign,-0.41304347826086957,-0.6793893129770993,0.3126305586530298,4.281494367551703,2.1413228926695126e-05,460,262
B_gap_15m,42.13964832159997,31.12857268796808,0.30861982760558476,3.5098214127512968,0.0004935648608350733,460,262
bar_in_session,41.82826086956522,35.73664122137404,0.29945295264127786,3.8877214101545348,0.00011352958666777807,460,262
A_hist_slope_1h,-1.5101724603507083,-3.528859195505308,0.2762561741285516,2.0222507438791,0.044892382103894894,460,262
B_state_1d_ord,-0.01956521739130435,-0.08396946564885496,0.2636117797909654,2.995932206917049,0.0029194779405363968,460,262
B_zroc_extreme_1h,0.05,0.009615384615384616,0.24892381774621097,1.5332867805602177,0.12826254523545916,460,262
A_state_1d_ord,-0.01956521739130435,-0.07251908396946564,0.24209967610756206,2.8829443508701993,0.004140079685006938,460,262
A_macd_zero_cross_1h,0.0,-0.028846153846153848,0.2279916621716724,1.7491157596322946,0.08324984136564435,460,262
B_gap_acc_15m,-2.8389710866145075,-4.226606801281483,0.217518850738038,2.520799894032912,0.012034610908299248,460,262
A_hist_slope,0.05711311861078456,0.3450964229747149,-0.21043755233830133,-2.511430889307281,0.012392422614012579,460,262
A_state_15m_ord,-1.317391304347826,-1.4885496183206106,0.1977966358495137,2.607683076881855,0.00935188917355158,460,262
A_macd_zero_cross_15m,-0.12158054711246201,-0.18932038834951456,0.19141301510090622,2.0667381272883736,0.03944027523856964,460,262
B_zroc,-1.3584674584501797,-1.0422857961357057,-0.1912308644591057,-2.575131010662524,0.010253881824054876,460,262
B_roc_slope_1h,-6.1274527643596715,-2.9445222775294515,-0.1897143695449891,-1.2131773458528634,0.22724939488651455,460,262
B_zroc_extreme,0.24347826086956523,0.17557251908396945,0.1645249292866225,2.196360460086074,0.028449610233358905,460,262
B_zroc_1h,-0.6622299706252209,-0.5424902382875925,-0.13685542658519598,-0.851241316199576,0.3964872274103933,460,262
A_macd_1h,11.802532984459527,17.137748440683602,-0.12784899532225638,-0.827443884844331,0.40938816594190314,460,262
A_hist_slope_15m,-1.5802414820855677,-1.8427097705353377,0.12432456866802359,1.4146038431872414,0.15787498856483534,460,262
A_state_ord,-1.4695652173913043,-1.416030534351145,-0.10760073584826674,-1.3946413745719557,0.16368898867599777,460,262
A_signal_1h,21.47653109209938,25.034486319700328,-0.08253129152362125,-0.5285231809946099,0.5980244979232295,460,262
