rule_id,A_5m,B_5m,A_15m,B_15m,A_1h,B_1h,A_1d,B_1d,n,frequency,mean_ret,hit_rate,t_stat,p_val_raw,p_val_bonf
201,True,False,False,True,False,False,True,True,73,0.0012568870523415978,-0.0005816836927041317,0.3013698630136986,-1.9834212900467454,0.0473203909655145,1.0
202,False,True,False,True,False,False,True,True,129,0.0022210743801652894,3.827722373429551e-06,0.5271317829457365,0.018402588863905604,0.985317687178483,1.0
203,True,True,False,True,False,False,True,True,120,0.002066115702479339,8.999855373937049e-05,0.55,0.2902390787913139,0.7716333417019798,1.0
204,False,False,True,True,False,False,True,True,140,0.0024104683195592287,0.0007666327264788346,0.6214285714285714,1.3642377501954905,0.17249275062314473,1.0
205,True,False,True,True,False,False,True,True,320,0.005509641873278237,-0.00012225591190551528,0.484375,-0.18419357804660602,0.8538615972666532,1.0
206,False,True,True,True,False,False,True,True,195,0.0033574380165289257,0.0003569714399331431,0.5743589743589743,1.2189373657032536,0.22286796617093463,1.0
207,True,True,True,True,False,False,True,True,107,0.0018422865013774106,0.0015808524446135814,0.6355140186915887,2.075976369788384,0.03789613655191299,1.0
208,False,False,False,False,True,False,True,True,129,0.0022210743801652894,0.0008591410667428003,0.7364341085271318,1.4019644531252513,0.16092586186199198,1.0
209,True,False,False,False,True,False,True,True,87,0.0014979338842975207,-0.0002639746625863295,0.5172413793103449,-0.3455064638781524,0.7297136516648943,1.0
210,False,True,False,False,True,False,True,True,0,0.0,,,,,
211,True,True,False,False,True,False,True,True,51,0.0008780991735537191,0.0019443008875941628,0.8431372549019608,1.8494192185703335,0.06439730245390375,1.0
212,False,False,True,False,True,False,True,True,15,0.00025826446280991736,0.002428444232835947,0.9333333333333333,,,
213,True,False,True,False,True,False,True,True,1,1.721763085399449e-05,,,,,
214,False,True,True,False,True,False,True,True,47,0.000809228650137741,0.000639429436988137,0.6595744680851063,2.5265205539150988,0.011519864734966365,1.0
215,True,True,True,False,True,False,True,True,75,0.0012913223140495868,0.001990509332987453,0.6933333333333334,1.9561333273715094,0.05044945006716584,1.0
216,False,False,False,True,True,False,True,True,296,0.005096418732782369,0.0001469012712808296,0.4966216216216216,0.24664127478480088,0.8051858584645538,1.0
217,True,False,False,True,True,False,True,True,55,0.000946969696969697,0.0009207645280126126,0.5454545454545454,0.9089112774330479,0.3633969604322296,1.0
218,False,True,False,True,True,False,True,True,0,0.0,,,,,
219,True,True,False,True,True,False,True,True,12,0.00020661157024793388,0.001939107432711103,0.6666666666666666,,,
220,False,False,True,True,True,False,True,True,99,0.0017045454545454545,0.0005623935445776675,0.6767676767676768,1.8554639430123636,0.06353000359528409,1.0
221,True,False,True,True,True,False,True,True,3,5.165289256198347e-05,,,,,
222,False,True,True,True,True,False,True,True,191,0.0032885674931129477,0.00022421129172620635,0.5602094240837696,0.8702290975726467,0.3841752174129939,1.0
223,True,True,True,True,True,False,True,True,133,0.002289944903581267,0.0006977378976013402,0.6240601503759399,2.428098834390511,0.015178206393536798,1.0
224,False,False,False,False,False,True,True,True,542,0.009331955922865013,-0.00011508359098413969,0.503690036900369,-0.48219225758668194,0.62966937639636,1.0
225,True,False,False,False,False,True,True,True,336,0.005785123966942148,0.00011451200416802883,0.5178571428571429,0.4410318020520632,0.6591899740336133,1.0
226,False,True,False,False,False,True,True,True,172,0.0029614325068870523,-0.00040150445964691055,0.5116279069767442,-0.8599485546741921,0.3898174016719935,1.0
227,True,True,False,False,False,True,True,True,334,0.00575068870523416,0.00022029225609009607,0.5359281437125748,0.7193895156020045,0.4719009549381801,1.0
228,False,False,True,False,False,True,True,True,106,0.001825068870523416,0.00023281413863188527,0.4528301886792453,0.2850459963736337,0.7756089029698254,1.0
229,True,False,True,False,False,True,True,True,206,0.003546831955922865,0.0006731296358382045,0.6359223300970874,2.050004943192879,0.040363948437135304,1.0
230,False,True,True,False,False,True,True,True,85,0.0014634986225895317,0.0008690198978668478,0.6235294117647059,1.5301358212779501,0.12598311318049654,1.0
231,True,True,True,False,False,True,True,True,184,0.0031680440771349864,0.0009304535975369379,0.6956521739130435,2.179387522880551,0.029302892240934377,1.0
232,False,False,False,True,False,True,True,True,70,0.0012052341597796144,-0.0005104066101576765,0.45714285714285713,-1.8919077131242084,0.05850327793500871,1.0
233,True,False,False,True,False,True,True,True,12,0.00020661157024793388,0.004877522184791057,0.5833333333333334,,,
234,False,True,False,True,False,True,True,True,43,0.0007403581267217631,-0.002920273867712999,0.16279069767441862,-2.8599116568840537,0.004237590374451765,1.0
235,True,True,False,True,False,True,True,True,7,0.00012052341597796144,0.0015452355310519663,0.5714285714285714,,,
236,False,False,True,True,False,True,True,True,77,0.0013257575757575758,0.0005238629820762405,0.4155844155844156,0.6986058359620427,0.48479839555947735,1.0
237,True,False,True,True,False,True,True,True,52,0.0008953168044077135,0.00041729696628721127,0.46153846153846156,0.6548395333634793,0.512571074449458,1.0
238,False,True,True,True,False,True,True,True,123,0.002117768595041322,0.0004918420057355861,0.5284552845528455,0.8553748405996454,0.3923436673751325,1.0
239,True,True,True,True,False,True,True,True,96,0.001652892561983471,-0.00041078075770077313,0.40625,-1.1017488395064559,0.27057087773984345,1.0
240,False,False,False,False,True,True,True,True,451,0.007765151515151515,0.00022969133092193075,0.5299334811529933,0.7068526764587522,0.47965803530148154,1.0
241,True,False,False,False,True,True,True,True,291,0.005010330578512396,0.00016657353390898703,0.5670103092783505,0.5713371734658022,0.5677711078368113,1.0
242,False,True,False,False,True,True,True,True,3,5.165289256198347e-05,,,,,
243,True,True,False,False,True,True,True,True,98,0.00168732782369146,-0.0006423104013010873,0.35714285714285715,-2.152530970076623,0.03135555876736599,1.0
244,False,False,True,False,True,True,True,True,4,6.887052341597796e-05,,,,,
245,True,False,True,False,True,True,True,True,0,0.0,,,,,
246,False,True,True,False,True,True,True,True,4,6.887052341597796e-05,,,,,
247,True,True,True,False,True,True,True,True,58,0.0009986225895316804,-0.0004959807872988327,0.41379310344827586,-0.7881451754481117,0.4306117932880581,1.0
248,False,False,False,True,True,True,True,True,466,0.008023415977961433,0.000654049241861305,0.5622317596566524,2.8190951309785075,0.004815924278131186,1.0
249,True,False,False,True,True,True,True,True,124,0.002134986225895317,0.0010947527735132355,0.6370967741935484,1.7290149057448796,0.08380642736485011,1.0
250,False,True,False,True,True,True,True,True,9,0.00015495867768595042,0.0009340303135741104,0.5555555555555556,,,
251,True,True,False,True,True,True,True,True,67,0.001153581267217631,0.000204421909795101,0.4626865671641791,0.336735654469337,0.7363161830689814,1.0
252,False,False,True,True,True,True,True,True,137,0.002358815426997245,0.00014463622652061055,0.5985401459854015,0.7263645858073183,0.46761529540380986,1.0
253,True,False,True,True,True,True,True,True,6,0.00010330578512396694,-7.598750894960427e-05,0.3333333333333333,,,
254,False,True,True,True,True,True,True,True,258,0.004442148760330579,-0.00018518392207487,0.5697674418604651,-0.7574177492195645,0.44879962574876575,1.0
255,True,True,True,True,True,True,True,True,238,0.004097796143250689,6.403913455164653e-05,0.6092436974789915,0.21713712161659246,0.8281014851589618,1.0
