feature,mean_worked,mean_failed,effect_size,t_stat,p_val,n_worked,n_failed
B_zroc_1d,-0.12008154492175067,-0.37313641832874095,0.8225074098692232,4.292555984930371,5.089957068614487e-05,146,65
B_roc_slope_1h,197.4818710398716,-901.5509985745979,0.7346033764959126,3.7762071577893086,0.0003156756677082424,146,65
B_state_1d_ord,-1.7465753424657535,-1.4615384615384615,-0.6228027736735359,-3.957331391752343,0.00013541468476740547,146,65
B_gap_acc_1d,51.90906912295832,24.96458246637832,0.5834331383209203,3.9015475571142115,0.0001569240962569327,146,65
A_macd_sign_1d,0.6575342465753424,0.2,0.548780597539003,3.3267679970848945,0.0012346739473268688,146,65
B_gap_norm_1h,0.007578653392578499,0.005559813219019844,0.535033032629765,3.866658007929701,0.00016484957745075763,146,65
B_zroc,-0.36961055063834636,-0.5540111633438178,0.5221507803410808,3.9190611463733624,0.0001307006818111133,146,65
B_gap_1h,133.27062662766457,98.71647226304381,0.5135565959720179,3.694094507198527,0.00031121176945176146,146,65
A_macd_1d,67.30403829665678,32.03733076186735,0.4162607966236893,3.0405503778490623,0.0027821732269980946,146,65
A_macd,5.5772244513144535,8.838428345930598,-0.3880759752240952,-2.9812481367989556,0.0032868249205407585,146,65
B_roc_slope_1d,-1.2676958217763745,1.392079227436154,-0.3701880658475025,-2.544959387896853,0.012093620520263386,146,65
A_state_1d_ord,1.6712328767123288,1.8307692307692307,-0.35863686829442204,-2.616168658700756,0.009793463472042326,146,65
A_hist_slope_1d,5.515875934529272,8.820799291366544,-0.3572796218313517,-2.6085704353242685,0.01000170767749315,146,65
A_signal,3.047133172394708,6.764522080922359,-0.34633071292123013,-2.7165282018882344,0.007238126412258636,146,65
B_state_1h_ord,1.6232876712328768,1.476923076923077,0.2977692174727027,1.9704938352015882,0.05110100250745436,146,65
B_zroc_1h,0.24813418568708318,0.37312836729756715,-0.2974781216490024,-2.0800962235180194,0.03939329108463828,146,65
A_macd_zero_cross_1d,0.13013698630136986,0.046153846153846156,0.2757326956144974,2.1915175907246236,0.029656771302697952,146,65
A_signal_1d,-1.8842190876338796,-23.36976191489424,0.2619553427507162,1.9163606767373669,0.057190584221153744,146,65
B_zroc_extreme_1h,0.0410958904109589,0.0,0.24768991409032856,2.4928469095164494,0.013796981432008398,146,65
B_gap_norm_1d,-0.00670547377665177,-0.003981569037205045,-0.2458356364943184,-1.6693526106938026,0.09751812429419705,146,65
B_gap_1d,-105.74542856567552,-60.23505844032686,-0.24008153138355198,-1.632902707460058,0.1049641947527146,146,65
B_gap_acc,-4.439604211649529,-2.3246519333262348,-0.23702875885886776,-2.2996744923736285,0.022677314384791265,146,65
B_gap_acc_1h,30.457993208131047,34.36052658189107,-0.2332940484387712,-1.6075193657776916,0.11034457784287709,146,65
A_hist_slope_15m,1.5843277014335284,0.6786546674781171,0.19974795246675578,1.9308370329536941,0.055136730594627315,146,65
B_state_ord,-1.143835616438356,-1.2153846153846153,0.19219714401138274,1.2111611749244395,0.22850413469836467,146,65
B_zroc_extreme_15m,0.02054794520547945,0.0,0.17329631335776605,1.7441209940706641,0.08325713258791154,146,65
B_roc_slope_15m,17.35980624498254,-3.0770808885963628,0.12423172312443562,1.243366626853232,0.21568532629803777,146,65
A_state_1h_ord,1.2054794520547945,1.2461538461538462,-0.0981441054132247,-0.6410925351629241,0.5227308865037555,146,65
A_macd_zero_cross,0.03424657534246575,0.015384615384615385,0.09755295261833107,0.6134009864555036,0.5409201337027734,146,65
A_signal_1h,66.41586234889593,62.40687475058121,0.09585007537138225,0.6846940093153674,0.49464134078661065,146,65
A_hist_slope_1h,-1.3481841122929497,-1.1328635978657178,-0.09032696328597697,-0.7052986467962017,0.4815419188128143,146,65
B_state_15m_ord,1.0684931506849316,1.0923076923076922,-0.0896095319419369,-0.569409152849263,0.5702519729748037,146,65
A_macd_15m,39.44388195425781,40.66142452172652,-0.07293619621383925,-0.5271790249868795,0.5988594244958207,146,65
A_hist_zero_cross,0.1643835616438356,0.13846153846153847,0.07106441045341663,0.48890103479364455,0.625731230303796,146,65
A_state_15m_ord,-1.2191780821917808,-1.2461538461538462,0.06407158249990672,0.42233865355833355,0.6735459099745751,146,65
A_state_ord,1.678082191780822,1.7076923076923076,-0.06358978925571437,-0.4301872242751305,0.6677973475935304,146,65
A_hist_slope,0.5921342026481317,0.7734622346408508,-0.061608292925649615,-0.3965954867454048,0.6924207945765675,146,65
B_gap_acc_15m,7.015661805250813,7.381905264246457,-0.06044692335711669,-0.4935437721233244,0.6221812936933332,146,65
bar_in_session,49.75342465753425,48.56923076923077,0.059295201535621886,0.4351150780001912,0.6640895413984668,146,65
A_signal_15m,46.77000504386501,45.6953890145821,0.054313242172170775,0.41458158909778386,0.6789723881069557,146,65
A_macd_1h,90.46868309971615,88.20107645489972,0.05162413796648999,0.3667282191915491,0.7143695109315482,146,65
B_gap_norm_15m,0.0050607946230400895,0.004972444823726617,0.03745829772850747,0.2712167188766022,0.7866010041260517,146,65
B_roc_slope,0.9776948758101789,0.8783760238677006,0.02143402896589369,0.20663534974553344,0.8365350391860626,146,65
B_gap_norm,0.0027810465680697984,0.002758500286356526,0.020585537813902714,0.15077522843691504,0.8803517615728652,146,65
B_gap,48.91631158223931,49.18921491060327,-0.013828601609517625,-0.10086334507170219,0.9197924873378805,146,65
A_macd_sign,0.821917808219178,0.8153846153846154,0.011357649579042282,0.07556849739513988,0.9398875560657526,146,65
B_zroc_15m,0.03420009113331826,0.02923603911643957,0.0095384642429031,0.08969097037073633,0.9286275380729266,146,65
B_gap_15m,89.06958336754012,88.75808070643988,0.007366305124035712,0.05291890524545982,0.9578690697313208,146,65
A_hist_sign,1.0,1.0,,,,146,65
A_macd_sign_1h,1.0,1.0,,,,146,65
A_hist_sign_15m,-1.0,-1.0,,,,146,65
A_hist_zero_cross_15m,0.0,0.0,,,,146,65
A_macd_sign_15m,1.0,1.0,,,,146,65
A_macd_zero_cross_15m,0.0,0.0,,,,146,65
B_roc_invalid_15m,0.0,0.0,,,,146,65
B_roc_invalid,0.0,0.0,,,,146,65
B_zroc_extreme,0.0,0.0,,,,146,65
A_hist_sign_1d,1.0,1.0,,,,146,65
A_macd_zero_cross_1h,0.0,0.0,,,,146,65
A_hist_sign_1h,1.0,1.0,,,,146,65
B_roc_invalid_1h,0.0,0.0,,,,146,65
A_hist_zero_cross_1h,0.0,0.0,,,,146,65
B_zroc_extreme_1d,0.0,0.0,,,,146,65
A_hist_zero_cross_1d,0.0,0.0,,,,146,65
B_roc_invalid_1d,0.0,0.0,,,,146,65
