feature,mean_worked,mean_failed,effect_size,t_stat,p_val,n_worked,n_failed
A_signal_1d,-8.542856459181097,156.07368705774513,-0.7317999399229059,-6.431077529431377,7.529583699321268e-10,221,103
A_macd_1d,-58.505870007946974,116.57297578121386,-0.7274034983375885,-6.452585127447565,6.427757542320735e-10,221,103
bar_in_session,41.92760180995475,24.844660194174757,0.719685573584527,6.287548683083474,1.699390517480714e-09,221,103
B_gap_acc_1h,6.0373773948840075,-14.401219416776302,0.716222072708935,6.852185500908593,4.6848689276052185e-11,221,103
B_gap_acc_1d,-41.42409161823967,27.200276795538617,-0.7132454046274402,-6.197399799708614,2.8301028085400704e-09,221,103
B_gap_1h,-94.26367812939023,16.458554952931063,-0.6869284022380743,-6.174474418829986,2.842214480237424e-09,221,103
B_gap_norm_1h,-0.0060046658591126865,0.0006197146679407917,-0.6833122974970753,-6.176161156663006,2.7638715631224226e-09,221,103
B_gap_norm_1d,0.0017787810837276354,0.011681979697323847,-0.6594509838855401,-5.852223688679088,1.6561790645456588e-08,221,103
B_gap_1d,48.98975738371498,221.25879831754017,-0.6487805053552385,-5.720777482155905,3.3348793915231064e-08,221,103
B_state_1h_ord,-1.51131221719457,-1.2135922330097086,-0.6273342079482723,-5.6439909133366735,4.695961010231185e-08,221,103
A_macd_sign_1d,-0.02262443438914027,0.5728155339805825,-0.6273342079482722,-5.643990913336672,4.695961010231236e-08,221,103
A_state_1d_ord,-1.4796380090497738,-1.7766990291262137,0.6238000535667608,5.579313551476509,6.62521265271382e-08,221,103
A_hist_slope_1d,2.1437251537004536,-5.3837391840407705,0.5887322485376087,5.7510129955122204,2.2443770509977658e-08,221,103
A_macd_sign_1h,-0.5384615384615384,-0.883495145631068,0.46209029150592046,4.704522414583938,3.828638286330471e-06,221,103
B_gap_15m,3.0977215396333326,-13.20102053523917,0.44297301591070865,4.668105000448874,4.470837012014186e-06,221,103
B_gap_norm_15m,0.000210671571587606,-0.0007361848601142668,0.43360033721327884,4.623048838306361,5.481434977370866e-06,221,103
A_state_1h_ord,1.8868778280542986,2.0,-0.4310957761292838,-5.2972846336397605,2.84639939211284e-07,221,103
B_roc_slope_1h,0.7250532622089508,2.5551470549584883,-0.41867789441128317,-3.3201923877756268,0.0010952745172372778,221,103
A_hist_zero_cross_1h,0.08597285067873303,0.22330097087378642,-0.4151714027200235,-3.0274951181524274,0.002914863052881855,221,103
B_state_15m_ord,-1.9049773755656108,-2.0,0.3911347917781885,4.806245936279171,2.847713825204166e-06,221,103
B_roc_slope_1d,-240.89608464779695,2.171610460030875,-0.36437217616819617,-3.6045355817021383,0.0003664116475990082,221,103
B_zroc_1d,0.8582847829684286,0.4999435890218535,0.31547030919820856,2.7108676791968067,0.007260555206845477,221,103
A_macd_1h,-11.967097167429438,-24.558871044528328,0.3124384571774291,3.3823690169740477,0.0008076666170215528,221,103
B_zroc,0.4286103471139444,0.1533190986776397,0.3044454011978047,3.4824063425333516,0.000572705554841331,221,103
B_zroc_1h,-0.9862874362552634,-1.144473914691378,0.2572148639512748,2.1490822993754573,0.03284397879338481,221,103
B_zroc_extreme_15m,0.334841628959276,0.23300970873786409,0.22219988216822198,1.9367608419561009,0.0540559132188806,221,103
B_zroc_extreme,0.049773755656108594,0.009708737864077669,0.21253355303980193,2.2783239125166705,0.023362416477540993,221,103
B_gap_norm,0.0022992120281906873,0.0019041684371979297,0.20854006756465387,1.9827095705082456,0.048399190477778714,221,103
A_macd_zero_cross_1h,0.11764705882352941,0.05825242718446602,0.19932208856269087,1.8691974551526171,0.06269855124645496,221,103
A_state_ord,1.5294117647058822,1.4368932038834952,0.18515373696372545,1.554030200164058,0.12175944508937935,221,103
B_state_1d_ord,1.1357466063348416,1.0776699029126213,0.1805789286759235,1.6522037133742518,0.09975285730748382,221,103
A_macd_15m,36.63122302729191,31.720314668408268,0.17800119785143192,1.666446494278027,0.09681115943302045,221,103
B_gap,38.996137914847495,33.5831090731961,0.17569005556355716,1.6571693439521935,0.09865240085944268,221,103
B_roc_slope_15m,-206.2920658867402,-62.72301041465874,-0.17427956443059964,-2.091286848549123,0.037526582455184865,221,103
A_signal_15m,28.851261907092542,24.430303860710804,0.17146273273016807,1.5766337679738638,0.11613290235084975,221,103
A_hist_slope_1h,4.502452123689017,5.163028564922868,-0.15909893713561613,-1.4266568919620586,0.15499720660556102,221,103
B_roc_invalid,0.013574660633484163,0.0,0.14160030198715237,1.7399778549682223,0.0832613165811544,221,103
A_hist_zero_cross_1d,-0.013574660633484163,0.0,-0.14160030198715237,-1.739977854968222,0.08326131658115445,221,103
B_zroc_extreme_1d,0.07239819004524888,0.038834951456310676,0.13932538877638473,1.2954949412257017,0.19630101714999904,221,103
B_zroc_15m,-1.709696945192111,-1.396505288669919,-0.1292696325286721,-1.0944105826074693,0.27506417730940147,221,103
A_signal,19.888196606283106,18.339157779534844,0.10899667074200266,1.024232370160435,0.3066551905288634,221,103
A_signal_1h,-35.88593375292419,-40.882197026516955,0.10174477465477605,1.0766276942167587,0.2824532078691302,221,103
A_macd,23.280083830968692,22.036235060737788,0.07546420726905242,0.7349090230040249,0.46299116636034904,221,103
B_state_ord,1.51131221719457,1.4757281553398058,0.07098712132975038,0.5946400677821407,0.5527600169776826,221,103
B_gap_acc_15m,17.803909859659246,17.11683331996243,0.048406823711145464,0.46290314017491596,0.643796595930374,221,103
A_hist_zero_cross,0.06787330316742081,0.05825242718446602,0.03896332503075989,0.3348728661076707,0.7380518961863797,221,103
B_roc_invalid_15m,0.03619909502262444,0.02912621359223301,0.038940375775132756,0.33879984727495555,0.7350853336091178,221,103
B_roc_slope,93.22359189581987,34.444566884247294,0.037837910683360836,0.44360810211925084,0.6576802058668019,221,103
A_hist_slope,-0.05819747537151977,-0.09438002630238913,0.028501681206798635,0.22128983654499337,0.825137925049824,221,103
A_hist_zero_cross_15m,0.10407239819004525,0.0970873786407767,0.023024474014376975,0.19498984841871736,0.8455946087074797,221,103
B_gap_acc,6.84419996445753,6.977017921798974,-0.02157688026845433,-0.2045117328479569,0.838106673216275,221,103
B_zroc_extreme_1h,0.07239819004524888,0.06796116504854369,0.017224999079241195,0.1457890609963876,0.8842318208874033,221,103
A_hist_slope_15m,1.0899855026859815,1.1191641284203515,-0.013341421794746768,-0.12324325723693144,0.9020114659705573,221,103
A_state_15m_ord,1.7058823529411764,1.7087378640776698,-0.006253261753116056,-0.05241895504094801,0.9582473949075399,221,103
A_hist_sign,1.0,1.0,,,,221,103
A_macd_sign,1.0,1.0,,,,221,103
A_macd_zero_cross,0.0,0.0,,,,221,103
A_macd_sign_15m,1.0,1.0,,,,221,103
A_macd_zero_cross_15m,0.0,0.0,,,,221,103
A_hist_sign_15m,1.0,1.0,,,,221,103
B_roc_invalid_1h,0.0,0.0,,,,221,103
A_macd_zero_cross_1d,0.0,0.0,,,,221,103
A_hist_sign_1d,-1.0,-1.0,,,,221,103
A_hist_sign_1h,1.0,1.0,,,,221,103
B_roc_invalid_1d,0.0,0.0,,,,221,103
