horizon,signed_ret,abs_ret_event,abs_ret_baseline
ret_fwd_3,4.749502012029907e-05,0.0009751421053898952,0.001069676913654542
ret_fwd_6,0.00011968356583192828,0.001482398972849099,0.0015568815904820632
ret_fwd_12,0.0004013568378024723,0.002233742020878446,0.0022693601856918068
