bar_close,direction,followed_through,lag_bars
2022-08-11 09:30:00+05:30,1,True,4.0
2022-08-11 14:30:00+05:30,-1,False,
2022-08-16 09:45:00+05:30,1,True,2.0
2022-08-16 13:15:00+05:30,-1,False,
2022-08-17 09:45:00+05:30,1,False,
2022-08-17 14:45:00+05:30,-1,False,
2022-08-19 10:00:00+05:30,1,False,
2022-08-19 10:45:00+05:30,-1,False,
2022-08-22 11:15:00+05:30,1,False,
2022-08-23 13:15:00+05:30,-1,False,
2022-08-25 14:30:00+05:30,1,False,
2022-08-25 15:15:00+05:30,-1,False,
2022-08-26 12:45:00+05:30,1,False,
2022-08-30 09:45:00+05:30,-1,False,
2022-09-01 10:00:00+05:30,1,True,1.0
2022-09-01 13:00:00+05:30,-1,True,4.0
2022-09-02 13:15:00+05:30,1,False,
2022-09-06 10:45:00+05:30,-1,False,
2022-09-06 12:30:00+05:30,1,False,
2022-09-06 15:00:00+05:30,-1,True,3.0
2022-09-07 14:00:00+05:30,1,False,
2022-09-07 15:15:00+05:30,-1,False,
2022-09-08 09:30:00+05:30,1,True,3.0
2022-09-09 13:15:00+05:30,-1,False,
2022-09-12 09:45:00+05:30,1,False,
2022-09-12 14:30:00+05:30,-1,False,
2022-09-13 09:45:00+05:30,1,False,
2022-09-13 15:00:00+05:30,-1,False,
2022-09-14 14:15:00+05:30,1,False,
2022-09-14 15:30:00+05:30,-1,True,3.0
2022-09-16 11:00:00+05:30,1,False,
2022-09-19 11:15:00+05:30,-1,False,
2022-09-20 15:00:00+05:30,1,True,1.0
2022-09-21 10:15:00+05:30,-1,True,2.0
2022-09-21 14:30:00+05:30,1,False,
2022-09-22 14:30:00+05:30,-1,False,
2022-09-23 09:45:00+05:30,1,False,
2022-09-26 14:15:00+05:30,-1,False,
2022-09-26 15:30:00+05:30,1,False,
2022-09-27 09:30:00+05:30,-1,False,
2022-09-27 11:30:00+05:30,1,False,
2022-09-27 12:00:00+05:30,-1,False,
2022-09-28 10:30:00+05:30,1,False,
2022-09-28 11:30:00+05:30,-1,False,
2022-09-28 15:30:00+05:30,1,False,
2022-09-29 09:30:00+05:30,-1,False,
2022-09-29 13:30:00+05:30,1,False,
2022-09-29 15:15:00+05:30,-1,False,
2022-10-03 11:00:00+05:30,1,False,
2022-10-03 11:45:00+05:30,-1,False,
2022-10-03 14:15:00+05:30,1,False,
2022-10-04 09:45:00+05:30,-1,False,
2022-10-04 12:00:00+05:30,1,False,
2022-10-06 14:45:00+05:30,-1,False,
2022-10-10 13:30:00+05:30,1,False,
2022-10-10 14:15:00+05:30,-1,False,
2022-10-11 10:15:00+05:30,1,False,
2022-10-11 10:30:00+05:30,-1,False,
2022-10-11 11:45:00+05:30,1,False,
2022-10-12 13:00:00+05:30,-1,False,
2022-10-13 10:45:00+05:30,1,False,
2022-10-13 14:15:00+05:30,-1,True,3.0
2022-10-14 12:45:00+05:30,1,False,
2022-10-14 15:30:00+05:30,-1,False,
2022-10-17 11:30:00+05:30,1,False,
2022-10-18 15:00:00+05:30,-1,False,
2022-10-19 09:30:00+05:30,1,False,
2022-10-19 12:45:00+05:30,-1,False,
2022-10-21 09:30:00+05:30,1,False,
2022-10-21 14:00:00+05:30,-1,False,
2022-10-25 10:00:00+05:30,1,False,
2022-10-25 12:30:00+05:30,-1,False,
2022-10-27 10:30:00+05:30,1,False,
2022-10-27 11:45:00+05:30,-1,False,
2022-10-28 10:00:00+05:30,1,False,
2022-10-28 12:30:00+05:30,-1,False,
2022-10-31 09:30:00+05:30,1,False,
2022-11-01 13:30:00+05:30,-1,False,
2022-11-04 15:15:00+05:30,1,False,
2022-11-07 13:30:00+05:30,-1,False,
2022-11-07 15:15:00+05:30,1,True,1.0
2022-11-09 12:30:00+05:30,-1,True,4.0
2022-11-10 14:15:00+05:30,1,False,
2022-11-11 09:30:00+05:30,-1,False,
2022-11-11 12:00:00+05:30,1,True,3.0
2022-11-14 12:15:00+05:30,-1,False,
2022-11-15 15:30:00+05:30,1,True,3.0
2022-11-16 14:15:00+05:30,-1,True,3.0
2022-11-18 13:30:00+05:30,1,False,
2022-11-22 10:00:00+05:30,-1,False,
2022-11-23 15:15:00+05:30,1,False,
2022-11-28 15:15:00+05:30,-1,False,
2022-11-29 10:45:00+05:30,1,False,
2022-11-29 14:00:00+05:30,-1,False,
2022-11-30 15:15:00+05:30,1,False,
2022-12-01 14:15:00+05:30,-1,False,
2022-12-05 14:00:00+05:30,1,False,
2022-12-05 14:15:00+05:30,-1,False,
2022-12-06 09:30:00+05:30,1,False,
2022-12-06 15:30:00+05:30,-1,False,
2022-12-07 11:30:00+05:30,1,False,
2022-12-08 11:00:00+05:30,-1,False,
2022-12-08 12:00:00+05:30,1,False,
2022-12-08 13:30:00+05:30,-1,False,
2022-12-09 11:30:00+05:30,1,False,
2022-12-12 11:15:00+05:30,-1,False,
2022-12-12 14:00:00+05:30,1,False,
2022-12-13 09:30:00+05:30,-1,False,
2022-12-14 10:30:00+05:30,1,True,1.0
2022-12-14 15:00:00+05:30,-1,True,4.0
2022-12-15 15:30:00+05:30,1,False,
2022-12-19 11:00:00+05:30,-1,False,
2022-12-20 10:15:00+05:30,1,False,
2022-12-20 13:30:00+05:30,-1,False,
2022-12-21 13:30:00+05:30,1,False,
2022-12-22 15:15:00+05:30,-1,False,
2022-12-23 09:30:00+05:30,1,False,
2022-12-26 10:15:00+05:30,-1,False,
2022-12-28 12:15:00+05:30,1,False,
