group,horizon,n_5m,n_htf,mean_ret,hit_rate,t_stat,p_val_raw
bull_accel,ret_fwd_3,2853,254,8.072504662526989e-05,0.5401331931300386,1.615276493188601,0.10625083184533406
bull_accel,ret_fwd_6,2853,254,0.00018296271350123731,0.539782684893095,2.17105465654358,0.02992704105435276
bull_accel,ret_fwd_12,2853,254,0.00035253933340415007,0.5499474237644585,2.7793059879383453,0.00544751838909948
bull_decel,ret_fwd_3,2575,212,-3.708237047417684e-05,0.5013592233009708,-0.5484899277647671,0.5833555434009325
bull_decel,ret_fwd_6,2575,212,-7.223243161018677e-05,0.5056310679611651,-0.5650735533100233,0.572023736031435
bull_decel,ret_fwd_12,2575,212,-0.00014926989607364627,0.5075728155339806,-0.750036272509617,0.4532328590300845
bear_decel,ret_fwd_3,2651,235,-1.666583479429025e-05,0.4884949075820445,-0.331711308584815,0.7401072607167243
bear_decel,ret_fwd_6,2651,235,-9.275894602740661e-05,0.5062240663900415,-1.0371024089102485,0.2996881326637185
bear_decel,ret_fwd_12,2651,235,-4.5688635034693186e-05,0.5273481705016975,-0.3248676876782072,0.7452812130593902
bear_accel,ret_fwd_3,3047,264,6.052125462799009e-05,0.5287167705940269,1.0952603979420543,0.27340257192464823
bear_accel,ret_fwd_6,3047,264,8.241173444316841e-05,0.5277321956022317,0.856231458894776,0.3918697649025812
bear_accel,ret_fwd_12,3047,264,0.00010839058215583081,0.5172300623564161,0.7783928594535633,0.4363374470298055
unconditional,ret_fwd_3,14244,965,1.0419364701163725e-05,0.519657399606852,0.2727389263049896,0.7850539098020364
unconditional,ret_fwd_6,14244,965,5.091337348434832e-05,0.5271693344566133,1.0330496927531994,0.30158064418295516
unconditional,ret_fwd_12,14244,965,0.00014305528289695017,0.5323645043527099,2.0273705941687243,0.04262452688447674
